category,case_number
FELONY,CR-25-706543-A
FELONY,CR-25-706553-A
FELONY,CR-25-706562-A
FELONY,CR-25-706572-A
FELONY,CR-25-706574-A
FELONY,CR-25-706575-A
FELONY,CR-25-706577-A
FELONY,CR-25-706581-A
FELONY,CR-25-706583-A
FELONY,CR-25-706591-A
FELONY,CR-25-706597-A
FELONY,CR-25-706604-A
FELONY,CR-25-706613-A
FELONY,CR-25-706615-A
FELONY,CR-25-706621-A
FELONY,CR-25-706630-A
FELONY,CR-25-706642-A
FELONY,CR-25-706645-A
FELONY,CR-25-706646-A
FELONY,CR-25-706658-A
FELONY,CR-25-706659-A
FELONY,CR-25-706665-A
FELONY,CR-25-706666-A
FELONY,CR-25-706696-A
FELONY,CR-25-706700-A
FELONY,CR-25-706704-A
FELONY,CR-25-706708-A
FELONY,CR-25-706711-A
FELONY,CR-25-706722-A
FELONY,CR-25-706727-A
FELONY,CR-25-706733-A
FELONY,CR-25-706737-A
FELONY,CR-25-706750-A
FELONY,CR-25-706755-A
FELONY,CR-25-706760-A
FELONY,CR-25-706792-A
FELONY,CR-25-706794-A
FELONY,CR-25-706796-A
FELONY,CR-25-706801-A
FELONY,CR-25-706823-A
FELONY,CR-25-706846-A
FELONY,CR-25-706848-A
FELONY,CR-25-706849-A
FELONY,CR-25-706851-A
FELONY,CR-25-706869-A
FELONY,CR-25-706874-A
FELONY,CR-25-706878-A
FELONY,CR-25-706888-A
FELONY,CR-25-706894-A
FELONY,CR-25-706895-A
FELONY,CR-25-706899-A
FELONY,CR-25-706922-A
FELONY,CR-25-706929-A
FELONY,CR-25-706930-A
FELONY,CR-25-706933-A
FELONY,CR-25-706934-A
FELONY,CR-25-706936-A
FELONY,CR-25-706959-A
FELONY,CR-25-706960-A
FELONY,CR-25-706978-A
FELONY,CR-25-706980-A
FELONY,CR-25-706981-A
FELONY,CR-25-706982-A
FELONY,CR-25-706984-A
FELONY,CR-25-706985-A
FELONY,CR-25-706992-A
FELONY,CR-25-707002-A
FELONY,CR-25-707035-A
FELONY,CR-25-707044-A
FELONY,CR-25-707047-A
FELONY,CR-25-707052-A
FELONY,CR-25-707059-A
FELONY,CR-25-707085-A
FELONY,CR-25-707094-A
FELONY,CR-25-707095-A
FELONY,CR-25-707097-A
FELONY,CR-25-707114-A
FELONY,CR-25-707115-A
FELONY,CR-25-707120-A
FELONY,CR-25-707122-A
FELONY,CR-25-707124-A
FELONY,CR-25-707125-A
FELONY,CR-25-707134-A
FELONY,CR-25-707136-A
FELONY,CR-25-707148-A
MURDER,CR-23-677520-A
MURDER,CR-23-677765-A
MURDER,CR-23-677770-A
MURDER,CR-23-677777-A
MURDER,CR-23-677782-A
MURDER,CR-23-677784-A
MURDER,CR-23-677829-B
MURDER,CR-23-677873-A
MURDER,CR-23-677934-A
MURDER,CR-23-677967-A
MURDER,CR-23-677996-A
MURDER,CR-23-678025-A
MURDER,CR-23-678033-A
MURDER,CR-23-678059-A
MURDER,CR-23-678113-A
MURDER,CR-23-678122-A
MURDER,CR-23-678225-A
MURDER,CR-23-678231-A
MURDER,CR-23-678232-A
MURDER,CR-23-678404-A
MURDER,CR-23-678535-A
MURDER,CR-23-678545-A
MURDER,CR-23-678657-A
MURDER,CR-23-678932-A
MURDER,CR-23-679109-A
MURDER,CR-23-679187-A
MURDER,CR-23-679254-A
MURDER,CR-23-679264-B
MURDER,CR-23-679275-A
MURDER,CR-23-679329-A
MURDER,CR-23-679335-A
MURDER,CR-23-679343-A
MURDER,CR-23-679356-A
MURDER,CR-23-679408-A
MURDER,CR-23-679417-A
MURDER,CR-23-679465-A
MURDER,CR-23-679495-A
MURDER,CR-23-679540-A
MURDER,CR-23-679612-A
MURDER,CR-23-679760-A
MURDER,CR-23-679851-A
MURDER,CR-23-679937-A
MURDER,CR-23-679999-A
MURDER,CR-23-680148-A
MURDER,CR-23-680174-A
MURDER,CR-23-680177-A
MURDER,CR-23-680231-A
MURDER,CR-23-680232-A
MURDER,CR-23-680280-A
MURDER,CR-23-680293-A
MURDER,CR-23-680340-A
MURDER,CR-23-680374-A
MURDER,CR-23-680376-A
MURDER,CR-23-680378-A
MURDER,CR-23-680425-A
MURDER,CR-23-680432-A
MURDER,CR-23-680442-A
MURDER,CR-23-680480-A
MURDER,CR-23-680601-A
MURDER,CR-23-680669-A
MURDER,CR-23-680789-A
MURDER,CR-23-680880-A
MURDER,CR-23-680881-A
MURDER,CR-23-680925-A
MURDER,CR-23-680952-A
MURDER,CR-23-680968-A
MURDER,CR-23-681018-A
MURDER,CR-23-681091-A
MURDER,CR-23-681110-A
MURDER,CR-23-681114-A
MURDER,CR-23-681176-A
MURDER,CR-23-681224-A
MURDER,CR-23-681260-A
MURDER,CR-23-681297-A
MURDER,CR-23-681466-A
MURDER,CR-23-681470-A
MURDER,CR-23-681566-A
MURDER,CR-23-681567-A
MURDER,CR-23-681665-A
MURDER,CR-23-681695-A
MURDER,CR-23-681715-A
MURDER,CR-23-681851-A
MURDER,CR-23-681857-A
MURDER,CR-23-681864-A
MURDER,CR-23-681885-A
MURDER,CR-23-681897-A
MURDER,CR-23-681945-A
MURDER,CR-23-681965-A
MURDER,CR-23-682096-A
MURDER,CR-23-682102-A
MURDER,CR-23-682122-A
MURDER,CR-23-682126-A
MURDER,CR-23-682138-A
MURDER,CR-23-682211-A
MURDER,CR-23-682214-A
MURDER,CR-23-682255-A
MURDER,CR-23-682274-A
MURDER,CR-23-682280-A
MURDER,CR-23-682282-A
MURDER,CR-23-682286-A
MURDER,CR-23-682329-A
MURDER,CR-23-682404-A
MURDER,CR-23-682434-A
MURDER,CR-23-682441-A
MURDER,CR-23-682565-A
MURDER,CR-23-682599-A
MURDER,CR-23-682680-A
MURDER,CR-23-682681-A
MURDER,CR-23-682689-A
MURDER,CR-23-682733-A
MURDER,CR-23-682767-A
MURDER,CR-23-682786-A
MURDER,CR-23-682917-A
MURDER,CR-23-682922-A
MURDER,CR-23-683038-A
MURDER,CR-23-683154-A
MURDER,CR-23-683229-A
MURDER,CR-23-683237-A
MURDER,CR-23-683312-A
MURDER,CR-23-683366-A
MURDER,CR-23-683394-A
MURDER,CR-23-683434-A
MURDER,CR-23-683524-A
MURDER,CR-23-683562-A
MURDER,CR-23-683686-A
MURDER,CR-23-683697-A
MURDER,CR-23-683774-A
MURDER,CR-23-683788-A
MURDER,CR-23-683792-A
MURDER,CR-23-683898-A
MURDER,CR-23-683901-A
MURDER,CR-23-683910-A
MURDER,CR-23-683937-A
MURDER,CR-23-683950-A
MURDER,CR-23-684077-A
MURDER,CR-23-684082-A
MURDER,CR-23-684085-A
MURDER,CR-23-684183-A
MURDER,CR-23-684301-A
MURDER,CR-23-684306-A
MURDER,CR-23-684458-A
MURDER,CR-23-684526-A
MURDER,CR-23-684555-A
MURDER,CR-23-684565-A
MURDER,CR-23-684662-A
MURDER,CR-23-684841-A
MURDER,CR-23-684880-A
MURDER,CR-23-684918-A
MURDER,CR-23-684979-A
MURDER,CR-23-685018-A
MURDER,CR-23-685080-A
MURDER,CR-23-685150-A
MURDER,CR-23-685162-A
MURDER,CR-23-685275-A
MURDER,CR-23-685285-A
MURDER,CR-23-685406-A
MURDER,CR-23-685440-A
MURDER,CR-23-685497-A
MURDER,CR-23-685509-A
MURDER,CR-23-685609-A
MURDER,CR-23-685613-A
MURDER,CR-23-685806-A
MURDER,CR-23-685838-A
MURDER,CR-23-685864-A
MURDER,CR-23-685908-A
MURDER,CR-23-685927-A
MURDER,CR-23-685945-A
MURDER,CR-23-685990-A
MURDER,CR-23-685992-A
MURDER,CR-23-686035-A
MURDER,CR-23-686121-A
MURDER,CR-23-686293-A
MURDER,CR-23-686377-A
MURDER,CR-23-686436-A
MURDER,CR-23-686646-A
MURDER,CR-23-686661-A
MURDER,CR-23-686696-A
MURDER,CR-23-686709-A
MURDER,CR-23-686812-A
MURDER,CR-23-686814-A
MURDER,CR-23-686889-A
MURDER,CR-23-686972-A
MURDER,CR-23-686978-A
MURDER,CR-23-686979-A
MURDER,CR-23-686981-A
MURDER,CR-23-687038-A
MURDER,CR-23-687070-A
MURDER,CR-23-687072-A
MURDER,CR-23-687079-A
MURDER,CR-23-687144-A
MURDER,CR-23-687208-A
MURDER,CR-23-687215-A
MURDER,CR-23-687220-A
MURDER,CR-23-687260-A
MURDER,CR-23-687369-A
MURDER,CR-23-687423-A
MURDER,CR-23-687434-A
MURDER,CR-23-687440-A
MURDER,CR-23-687531-A
MURDER,CR-23-687662-A
MURDER,CR-23-687701-A
MURDER,CR-23-687754-A
MURDER,CR-23-687758-A
MURDER,CR-23-687759-A
MURDER,CR-23-687918-A
MURDER,CR-24-687992-A
MURDER,CR-24-687997-A
MURDER,CR-24-688122-A
MURDER,CR-24-688186-A
MURDER,CR-24-688291-A
MURDER,CR-24-688311-A
MURDER,CR-24-688314-A
MURDER,CR-24-688329-A
MURDER,CR-24-688417-A
MURDER,CR-24-688580-A
MURDER,CR-24-688662-A
MURDER,CR-24-688785-A
MURDER,CR-24-688791-A
MURDER,CR-24-688904-A
MURDER,CR-24-689254-A
MURDER,CR-24-689330-A
MURDER,CR-24-689363-A
MURDER,CR-24-689436-A
MURDER,CR-24-689572-A
MURDER,CR-24-690055-A
MURDER,CR-24-690337-A
MURDER,CR-24-690556-A
MURDER,CR-24-690574-A
MURDER,CR-24-690584-A
MURDER,CR-24-690610-A
MURDER,CR-24-690622-A
MURDER,CR-24-690901-A
MURDER,CR-24-691121-A
MURDER,CR-24-691743-A
MURDER,CR-24-692273-A
MURDER,CR-24-692542-A
MURDER,CR-24-692910-A
MURDER,CR-24-693242-A
MURDER,CR-24-693390-A
MURDER,CR-24-693689-A
MURDER,CR-24-694614-A
MURDER,CR-24-695177-A
MURDER,CR-24-695722-A
MURDER,CR-24-695805-A
MURDER,CR-24-695878-A
MURDER,CR-24-696067-A
MURDER,CR-24-696385-A
MURDER,CR-24-696429-A
MURDER,CR-24-697080-A
MURDER,CR-24-697096-A
MURDER,CR-24-697404-A
MURDER,CR-24-697472-A
MURDER,CR-24-697534-A
MURDER,CR-24-697585-A
MURDER,CR-24-697745-A
MURDER,CR-24-697815-A
MURDER,CR-24-697871-A
MURDER,CR-24-698134-A
MURDER,CR-25-698261-A
MURDER,CR-25-701663-A
MURDER,CR-25-702546-A
MURDER,CR-25-702707-A
MURDER,CR-25-702716-A
MURDER,CR-25-703255-A
MURDER,CR-25-703666-A
MURDER,CR-25-703667-A
MURDER,CR-25-703726-A
MURDER,CR-25-704113-A
MURDER,CR-25-704145-A
MURDER,CR-25-704343-A
MURDER,CR-25-704439-A
MURDER,CR-25-704440-A
MURDER,CR-25-704443-A
MURDER,CR-25-704484-A
MURDER,CR-25-704496-A
MURDER,CR-25-704622-A
MURDER,CR-25-704627-A
MURDER,CR-25-704782-A
MURDER,CR-25-704832-A
MURDER,CR-25-704836-A
MURDER,CR-25-704987-A
MURDER,CR-25-705011-A
MURDER,CR-25-705154-A
MURDER,CR-25-705155-A
MURDER,CR-25-705197-A
MURDER,CR-25-705303-A
MURDER,CR-25-705327-A
MURDER,CR-25-705367-A
MURDER,CR-25-705558-A
MURDER,CR-25-705559-A
MURDER,CR-25-705780-A
MURDER,CR-25-705871-A
MURDER,CR-25-705938-A
MURDER,CR-25-705976-A
MURDER,CR-25-705988-A
MURDER,CR-25-706132-A
MURDER,CR-25-706223-A
MURDER,CR-25-706230-A
MURDER,CR-25-706375-A
MURDER,CR-25-706446-A
MURDER,CR-25-706463-A
MURDER,CR-25-706477-A
MURDER,CR-25-706583-A
MURDER,CR-25-706591-A
MURDER,CR-25-706735-A
MURDER,CR-25-706823-A
MURDER,CR-25-706849-A
MURDER,CR-25-706934-A
MURDER,CR-25-707047-A
MURDER,CR-25-707148-A
PROPERTY,CR-23-677513-A
PROPERTY,CR-23-677520-A
PROPERTY,CR-23-677531-A
PROPERTY,CR-23-677537-A
PROPERTY,CR-23-677538-A
PROPERTY,CR-23-677548-A
PROPERTY,CR-23-677549-A
PROPERTY,CR-23-677550-A
PROPERTY,CR-23-677553-A
PROPERTY,CR-23-677556-A
PROPERTY,CR-23-677561-A
PROPERTY,CR-23-677562-A
PROPERTY,CR-23-677563-A
PROPERTY,CR-23-677571-A
PROPERTY,CR-23-677572-A
PROPERTY,CR-23-677582-A
PROPERTY,CR-23-677583-A
PROPERTY,CR-23-677589-A
PROPERTY,CR-23-677591-A
PROPERTY,CR-23-677597-A
PROPERTY,CR-23-677608-A
PROPERTY,CR-23-677609-A
PROPERTY,CR-23-677612-A
PROPERTY,CR-23-677631-A
PROPERTY,CR-23-677636-A
PROPERTY,CR-23-677652-A
PROPERTY,CR-23-677654-A
PROPERTY,CR-23-677656-A
PROPERTY,CR-23-677658-A
PROPERTY,CR-23-677664-A
PROPERTY,CR-23-677665-A
PROPERTY,CR-23-677684-A
PROPERTY,CR-23-677695-A
PROPERTY,CR-23-677698-A
PROPERTY,CR-23-677706-A
PROPERTY,CR-23-677709-A
PROPERTY,CR-23-677712-A
PROPERTY,CR-23-677713-A
PROPERTY,CR-23-677719-A
PROPERTY,CR-23-677726-A
PROPERTY,CR-23-677730-A
PROPERTY,CR-23-677739-A
PROPERTY,CR-23-677744-A
PROPERTY,CR-23-677754-A
PROPERTY,CR-23-677755-A
PROPERTY,CR-23-677760-A
PROPERTY,CR-23-677763-A
PROPERTY,CR-23-677768-A
PROPERTY,CR-23-677770-A
PROPERTY,CR-23-677780-A
PROPERTY,CR-23-677793-A
PROPERTY,CR-23-677803-A
PROPERTY,CR-23-677804-A
PROPERTY,CR-23-677809-A
PROPERTY,CR-23-677814-A
PROPERTY,CR-23-677819-A
PROPERTY,CR-23-677820-A
PROPERTY,CR-23-677822-A
PROPERTY,CR-23-677828-A
PROPERTY,CR-23-677830-A
PROPERTY,CR-23-677831-A
PROPERTY,CR-23-677845-A
PROPERTY,CR-23-677846-A
PROPERTY,CR-23-677847-A
PROPERTY,CR-23-677848-A
PROPERTY,CR-23-677849-A
PROPERTY,CR-23-677852-A
PROPERTY,CR-23-677860-A
PROPERTY,CR-23-677867-A
PROPERTY,CR-23-677868-A
PROPERTY,CR-23-677872-A
PROPERTY,CR-23-677874-A
PROPERTY,CR-23-677891-A
PROPERTY,CR-23-677904-A
PROPERTY,CR-23-677906-A
PROPERTY,CR-23-677912-A
PROPERTY,CR-23-677913-A
PROPERTY,CR-23-677915-A
PROPERTY,CR-23-677919-A
PROPERTY,CR-23-677920-A
PROPERTY,CR-23-677924-A
PROPERTY,CR-23-677932-A
PROPERTY,CR-23-677933-A
PROPERTY,CR-23-677935-A
PROPERTY,CR-23-677936-A
PROPERTY,CR-23-677939-A
PROPERTY,CR-23-677947-A
PROPERTY,CR-23-677949-A
PROPERTY,CR-23-677951-A
PROPERTY,CR-23-677955-A
PROPERTY,CR-23-677973-A
PROPERTY,CR-23-677982-A
PROPERTY,CR-23-677987-A
PROPERTY,CR-23-677990-A
PROPERTY,CR-23-677998-A
PROPERTY,CR-23-677999-A
PROPERTY,CR-23-678009-A
PROPERTY,CR-23-678011-A
PROPERTY,CR-23-678027-A
PROPERTY,CR-23-678028-A
PROPERTY,CR-23-678029-A
PROPERTY,CR-23-678034-A
PROPERTY,CR-23-678045-A
PROPERTY,CR-23-678054-A
PROPERTY,CR-23-678063-A
PROPERTY,CR-23-678066-A
PROPERTY,CR-23-678074-A
PROPERTY,CR-23-678084-A
PROPERTY,CR-23-678086-A
PROPERTY,CR-23-678109-A
PROPERTY,CR-23-678112-A
PROPERTY,CR-23-678120-A
PROPERTY,CR-23-678125-A
PROPERTY,CR-23-678126-A
PROPERTY,CR-23-678127-A
PROPERTY,CR-23-678137-A
PROPERTY,CR-23-678138-A
PROPERTY,CR-23-678148-A
PROPERTY,CR-23-678151-A
PROPERTY,CR-23-678152-A
PROPERTY,CR-23-678154-A
PROPERTY,CR-23-678155-A
PROPERTY,CR-23-678199-A
PROPERTY,CR-23-678208-A
PROPERTY,CR-23-678209-A
PROPERTY,CR-23-678225-A
PROPERTY,CR-23-678226-A
PROPERTY,CR-23-678233-A
PROPERTY,CR-23-678234-A
PROPERTY,CR-23-678237-A
PROPERTY,CR-23-678270-A
PROPERTY,CR-23-678292-A
PROPERTY,CR-23-678332-A
PROPERTY,CR-23-678334-A
PROPERTY,CR-23-678337-A
PROPERTY,CR-23-678340-A
PROPERTY,CR-23-678364-A
PROPERTY,CR-23-678366-A
PROPERTY,CR-23-678372-A
PROPERTY,CR-23-678375-A
PROPERTY,CR-23-678376-A
PROPERTY,CR-23-678380-A
PROPERTY,CR-23-678389-A
PROPERTY,CR-23-678397-A
PROPERTY,CR-23-678407-A
PROPERTY,CR-23-678425-A
PROPERTY,CR-23-678431-A
PROPERTY,CR-23-678444-A
PROPERTY,CR-23-678449-A
PROPERTY,CR-23-678450-A
PROPERTY,CR-23-678464-A
PROPERTY,CR-23-678482-A
PROPERTY,CR-23-678486-A
PROPERTY,CR-23-678492-A
PROPERTY,CR-23-678493-A
PROPERTY,CR-23-678494-A
PROPERTY,CR-23-678497-A
PROPERTY,CR-23-678508-A
PROPERTY,CR-23-678509-A
PROPERTY,CR-23-678512-A
PROPERTY,CR-23-678513-A
PROPERTY,CR-23-678528-A
PROPERTY,CR-23-678530-A
PROPERTY,CR-23-678531-A
PROPERTY,CR-23-678534-A
PROPERTY,CR-23-678541-A
PROPERTY,CR-23-678544-A
PROPERTY,CR-23-678546-A
PROPERTY,CR-23-678552-A
PROPERTY,CR-23-678565-A
PROPERTY,CR-23-678566-A
PROPERTY,CR-23-678569-A
PROPERTY,CR-23-678574-A
PROPERTY,CR-23-678589-A
PROPERTY,CR-23-678590-A
PROPERTY,CR-23-678591-A
PROPERTY,CR-23-678593-A
PROPERTY,CR-23-678600-A
PROPERTY,CR-23-678621-A
PROPERTY,CR-23-678622-A
PROPERTY,CR-23-678631-A
PROPERTY,CR-23-678642-A
PROPERTY,CR-23-678647-A
PROPERTY,CR-23-678654-A
PROPERTY,CR-23-678657-A
PROPERTY,CR-23-678659-A
PROPERTY,CR-23-678662-A
PROPERTY,CR-23-678669-A
PROPERTY,CR-23-678671-A
PROPERTY,CR-23-678672-A
PROPERTY,CR-23-678694-A
PROPERTY,CR-23-678696-A
PROPERTY,CR-23-678698-A
PROPERTY,CR-23-678699-A
PROPERTY,CR-23-678702-A
PROPERTY,CR-23-678711-A
PROPERTY,CR-23-678723-A
PROPERTY,CR-23-678744-A
PROPERTY,CR-23-678747-A
PROPERTY,CR-23-678753-A
PROPERTY,CR-23-678754-A
PROPERTY,CR-23-678764-A
PROPERTY,CR-23-678765-A
PROPERTY,CR-23-678806-A
PROPERTY,CR-23-678807-A
PROPERTY,CR-23-678823-A
PROPERTY,CR-23-678828-A
PROPERTY,CR-23-678832-A
PROPERTY,CR-23-678836-A
PROPERTY,CR-23-678837-A
PROPERTY,CR-23-678838-A
PROPERTY,CR-23-678842-A
PROPERTY,CR-23-678844-A
PROPERTY,CR-23-678846-A
PROPERTY,CR-23-678847-A
PROPERTY,CR-23-678851-A
PROPERTY,CR-23-678854-A
PROPERTY,CR-23-678855-A
PROPERTY,CR-23-678856-A
PROPERTY,CR-23-678857-A
PROPERTY,CR-23-678868-A
PROPERTY,CR-23-678875-A
PROPERTY,CR-23-678880-A
PROPERTY,CR-23-678881-A
PROPERTY,CR-23-678885-A
PROPERTY,CR-23-678887-A
PROPERTY,CR-23-678890-A
PROPERTY,CR-23-678892-A
PROPERTY,CR-23-678911-A
PROPERTY,CR-23-678951-A
PROPERTY,CR-23-678965-A
PROPERTY,CR-23-678968-A
PROPERTY,CR-23-678970-A
PROPERTY,CR-23-678972-A
PROPERTY,CR-23-678974-A
PROPERTY,CR-23-678987-A
PROPERTY,CR-23-678993-A
PROPERTY,CR-23-678999-A
PROPERTY,CR-23-679000-A
PROPERTY,CR-23-679005-A
PROPERTY,CR-23-679024-A
PROPERTY,CR-23-679041-A
PROPERTY,CR-23-679043-A
PROPERTY,CR-23-679049-A
PROPERTY,CR-23-679070-A
PROPERTY,CR-23-679071-A
PROPERTY,CR-23-679078-A
PROPERTY,CR-23-679082-A
PROPERTY,CR-23-679093-A
PROPERTY,CR-23-679097-A
PROPERTY,CR-23-679098-A
PROPERTY,CR-23-679099-A
PROPERTY,CR-23-679101-A
PROPERTY,CR-23-679103-A
PROPERTY,CR-23-679106-A
PROPERTY,CR-23-679108-A
PROPERTY,CR-23-679114-A
PROPERTY,CR-23-679118-A
PROPERTY,CR-23-679126-A
PROPERTY,CR-23-679127-A
PROPERTY,CR-23-679136-A
PROPERTY,CR-23-679142-A
PROPERTY,CR-23-679147-A
PROPERTY,CR-23-679153-A
PROPERTY,CR-23-679166-A
PROPERTY,CR-23-679167-A
PROPERTY,CR-23-679174-A
PROPERTY,CR-23-679180-A
PROPERTY,CR-23-679188-A
PROPERTY,CR-23-679189-A
PROPERTY,CR-23-679190-A
PROPERTY,CR-23-679200-A
PROPERTY,CR-23-679204-A
PROPERTY,CR-23-679208-A
PROPERTY,CR-23-679211-A
PROPERTY,CR-23-679226-A
PROPERTY,CR-23-679235-A
PROPERTY,CR-23-679277-A
PROPERTY,CR-23-679281-A
PROPERTY,CR-23-679284-A
PROPERTY,CR-23-679290-A
PROPERTY,CR-23-679304-A
PROPERTY,CR-23-679305-A
PROPERTY,CR-23-679314-A
PROPERTY,CR-23-679315-A
PROPERTY,CR-23-679316-A
PROPERTY,CR-23-679331-A
PROPERTY,CR-23-679334-A
PROPERTY,CR-23-679337-A
PROPERTY,CR-23-679342-A
PROPERTY,CR-23-679357-A
PROPERTY,CR-23-679361-A
PROPERTY,CR-23-679369-A
PROPERTY,CR-23-679379-A
PROPERTY,CR-23-679380-A
PROPERTY,CR-23-679386-A
PROPERTY,CR-23-679406-A
PROPERTY,CR-23-679408-A
PROPERTY,CR-23-679409-A
PROPERTY,CR-23-679415-A
PROPERTY,CR-23-679419-A
PROPERTY,CR-23-679420-A
PROPERTY,CR-23-679433-A
PROPERTY,CR-23-679437-A
PROPERTY,CR-23-679442-A
PROPERTY,CR-23-679466-A
PROPERTY,CR-23-679475-A
PROPERTY,CR-23-679480-A
PROPERTY,CR-23-679482-A
PROPERTY,CR-23-679500-A
PROPERTY,CR-23-679504-A
PROPERTY,CR-23-679505-A
PROPERTY,CR-23-679508-A
PROPERTY,CR-23-679510-A
PROPERTY,CR-23-679518-A
PROPERTY,CR-23-679532-A
PROPERTY,CR-23-679534-A
PROPERTY,CR-23-679540-A
PROPERTY,CR-23-679542-A
PROPERTY,CR-23-679543-A
PROPERTY,CR-23-679544-A
PROPERTY,CR-23-679556-A
PROPERTY,CR-23-679591-A
PROPERTY,CR-23-679593-A
PROPERTY,CR-23-679596-A
PROPERTY,CR-23-679601-A
PROPERTY,CR-23-679602-A
PROPERTY,CR-23-679606-A
PROPERTY,CR-23-679607-A
PROPERTY,CR-23-679610-A
PROPERTY,CR-23-679619-A
PROPERTY,CR-23-679624-A
PROPERTY,CR-23-679625-A
PROPERTY,CR-23-679627-A
PROPERTY,CR-23-679629-A
PROPERTY,CR-23-679630-A
PROPERTY,CR-23-679636-A
PROPERTY,CR-23-679638-A
PROPERTY,CR-23-679650-A
PROPERTY,CR-23-679655-A
PROPERTY,CR-23-679660-A
PROPERTY,CR-23-679674-A
PROPERTY,CR-23-679677-A
PROPERTY,CR-23-679678-A
PROPERTY,CR-23-679692-A
PROPERTY,CR-23-679693-A
PROPERTY,CR-23-679696-A
PROPERTY,CR-23-679703-A
PROPERTY,CR-23-679707-A
PROPERTY,CR-23-679709-A
PROPERTY,CR-23-679716-A
PROPERTY,CR-23-679722-A
PROPERTY,CR-23-679727-A
PROPERTY,CR-23-679728-A
PROPERTY,CR-23-679733-A
PROPERTY,CR-23-679734-A
PROPERTY,CR-23-679736-A
PROPERTY,CR-23-679742-A
PROPERTY,CR-23-679746-A
PROPERTY,CR-23-679755-A
PROPERTY,CR-23-679758-A
PROPERTY,CR-23-679763-A
PROPERTY,CR-23-679774-A
PROPERTY,CR-23-679775-A
PROPERTY,CR-23-679780-A
PROPERTY,CR-23-679782-A
PROPERTY,CR-23-679787-A
PROPERTY,CR-23-679788-A
PROPERTY,CR-23-679791-A
PROPERTY,CR-23-679795-A
PROPERTY,CR-23-679798-A
PROPERTY,CR-23-679799-A
PROPERTY,CR-23-679806-A
PROPERTY,CR-23-679811-A
PROPERTY,CR-23-679812-A
PROPERTY,CR-23-679821-A
PROPERTY,CR-23-679829-A
PROPERTY,CR-23-679837-A
PROPERTY,CR-23-679846-A
PROPERTY,CR-23-679850-A
PROPERTY,CR-23-679861-A
PROPERTY,CR-23-679862-A
PROPERTY,CR-23-679863-A
PROPERTY,CR-23-679865-A
PROPERTY,CR-23-679877-A
PROPERTY,CR-23-679880-A
PROPERTY,CR-23-679884-A
PROPERTY,CR-23-679889-A
PROPERTY,CR-23-679899-A
PROPERTY,CR-23-679903-A
PROPERTY,CR-23-679904-A
PROPERTY,CR-23-679908-A
PROPERTY,CR-23-679910-A
PROPERTY,CR-23-679912-A
PROPERTY,CR-23-679933-A
PROPERTY,CR-23-679947-A
PROPERTY,CR-23-679951-A
PROPERTY,CR-23-679953-A
PROPERTY,CR-23-679961-A
PROPERTY,CR-23-679969-A
PROPERTY,CR-23-679970-A
PROPERTY,CR-23-679974-A
PROPERTY,CR-23-680018-A
PROPERTY,CR-23-680049-A
PROPERTY,CR-23-680100-A
PROPERTY,CR-23-680105-A
PROPERTY,CR-23-680108-A
PROPERTY,CR-23-680111-A
PROPERTY,CR-23-680125-A
PROPERTY,CR-23-680128-A
PROPERTY,CR-23-680131-A
PROPERTY,CR-23-680132-A
PROPERTY,CR-23-680133-A
PROPERTY,CR-23-680145-A
PROPERTY,CR-23-680162-A
PROPERTY,CR-23-680168-A
PROPERTY,CR-23-680174-A
PROPERTY,CR-23-680176-A
PROPERTY,CR-23-680177-A
PROPERTY,CR-23-680179-A
PROPERTY,CR-23-680200-A
PROPERTY,CR-23-680205-A
PROPERTY,CR-23-680208-A
PROPERTY,CR-23-680211-A
PROPERTY,CR-23-680214-A
PROPERTY,CR-23-680216-A
PROPERTY,CR-23-680220-A
PROPERTY,CR-23-680237-A
PROPERTY,CR-23-680240-A
PROPERTY,CR-23-680245-A
PROPERTY,CR-23-680246-A
PROPERTY,CR-23-680247-A
PROPERTY,CR-23-680251-A
PROPERTY,CR-23-680252-A
PROPERTY,CR-23-680254-A
PROPERTY,CR-23-680256-A
PROPERTY,CR-23-680268-A
PROPERTY,CR-23-680278-A
PROPERTY,CR-23-680280-A
PROPERTY,CR-23-680289-A
PROPERTY,CR-23-680290-A
PROPERTY,CR-23-680292-A
PROPERTY,CR-23-680297-A
PROPERTY,CR-23-680300-A
PROPERTY,CR-23-680314-A
PROPERTY,CR-23-680319-A
PROPERTY,CR-23-680323-A
PROPERTY,CR-23-680334-A
PROPERTY,CR-23-680347-A
PROPERTY,CR-23-680372-A
PROPERTY,CR-23-680376-A
PROPERTY,CR-23-680379-A
PROPERTY,CR-23-680387-A
PROPERTY,CR-23-680390-A
PROPERTY,CR-23-680392-A
PROPERTY,CR-23-680394-A
PROPERTY,CR-23-680396-A
PROPERTY,CR-23-680400-A
PROPERTY,CR-23-680404-A
PROPERTY,CR-23-680414-A
PROPERTY,CR-23-680419-A
PROPERTY,CR-23-680420-A
PROPERTY,CR-23-680421-A
PROPERTY,CR-23-680425-A
PROPERTY,CR-23-680432-A
PROPERTY,CR-23-680434-A
PROPERTY,CR-23-680436-A
PROPERTY,CR-23-680437-A
PROPERTY,CR-23-680442-A
PROPERTY,CR-23-680443-A
PROPERTY,CR-23-680448-A
PROPERTY,CR-23-680453-A
PROPERTY,CR-23-680454-A
PROPERTY,CR-23-680462-A
