category,case_number
FELONY,CR-23-686749-A
FELONY,CR-23-686750-A
FELONY,CR-23-686755-A
FELONY,CR-23-686760-A
FELONY,CR-23-686761-A
FELONY,CR-23-686763-A
FELONY,CR-23-686774-A
FELONY,CR-23-686778-A
FELONY,CR-23-686779-A
FELONY,CR-23-686782-A
FELONY,CR-23-686784-A
FELONY,CR-23-686789-A
FELONY,CR-23-686812-A
FELONY,CR-23-686814-A
FELONY,CR-23-686828-A
FELONY,CR-23-686833-A
FELONY,CR-23-686850-A
FELONY,CR-23-686857-A
FELONY,CR-23-686859-A
FELONY,CR-23-686869-A
FELONY,CR-23-686872-A
FELONY,CR-23-686874-A
FELONY,CR-23-686878-B
FELONY,CR-23-686880-A
FELONY,CR-23-686889-A
FELONY,CR-23-686894-A
FELONY,CR-23-686897-A
FELONY,CR-23-686902-A
FELONY,CR-23-686903-A
FELONY,CR-23-686904-A
FELONY,CR-23-686906-A
FELONY,CR-23-686912-A
FELONY,CR-23-686937-A
FELONY,CR-23-686947-A
FELONY,CR-23-686948-A
FELONY,CR-23-686950-A
FELONY,CR-23-686952-A
FELONY,CR-23-686954-A
FELONY,CR-23-686958-A
FELONY,CR-23-686970-A
FELONY,CR-23-686971-A
FELONY,CR-23-686972-A
FELONY,CR-23-686976-A
FELONY,CR-23-686978-A
FELONY,CR-23-686979-A
FELONY,CR-23-686981-A
FELONY,CR-23-686985-A
FELONY,CR-23-686990-A
FELONY,CR-23-686992-A
FELONY,CR-23-686993-A
FELONY,CR-23-686995-A
FELONY,CR-23-686997-A
FELONY,CR-23-687002-A
FELONY,CR-23-687003-A
FELONY,CR-23-687004-A
FELONY,CR-23-687010-A
FELONY,CR-23-687012-A
FELONY,CR-23-687014-A
FELONY,CR-23-687015-A
FELONY,CR-23-687019-A
FELONY,CR-23-687021-A
FELONY,CR-23-687029-A
FELONY,CR-23-687032-A
FELONY,CR-23-687038-A
FELONY,CR-23-687039-A
FELONY,CR-23-687042-A
FELONY,CR-23-687044-A
FELONY,CR-23-687045-A
FELONY,CR-23-687047-A
FELONY,CR-23-687050-A
FELONY,CR-23-687051-A
FELONY,CR-23-687058-A
FELONY,CR-23-687059-A
FELONY,CR-23-687060-A
FELONY,CR-23-687066-A
FELONY,CR-23-687070-A
FELONY,CR-23-687072-A
FELONY,CR-23-687076-A
FELONY,CR-23-687079-A
FELONY,CR-23-687082-A
FELONY,CR-23-687083-A
FELONY,CR-23-687084-A
FELONY,CR-23-687088-A
FELONY,CR-23-687090-A
FELONY,CR-23-687092-A
FELONY,CR-23-687094-A
FELONY,CR-23-687104-A
FELONY,CR-23-687105-A
FELONY,CR-23-687107-A
FELONY,CR-23-687108-A
FELONY,CR-23-687109-A
FELONY,CR-23-687112-A
FELONY,CR-23-687113-A
FELONY,CR-23-687116-A
FELONY,CR-23-687124-A
FELONY,CR-23-687126-A
FELONY,CR-23-687137-A
FELONY,CR-23-687143-A
FELONY,CR-23-687144-A
FELONY,CR-23-687147-A
FELONY,CR-23-687150-A
FELONY,CR-23-687158-A
FELONY,CR-23-687159-A
FELONY,CR-23-687165-A
FELONY,CR-23-687207-A
FELONY,CR-23-687211-A
FELONY,CR-23-687212-A
FELONY,CR-23-687215-A
FELONY,CR-23-687216-A
FELONY,CR-23-687219-A
FELONY,CR-23-687220-A
FELONY,CR-23-687221-A
FELONY,CR-23-687228-A
FELONY,CR-23-687238-A
FELONY,CR-23-687244-A
FELONY,CR-23-687253-A
FELONY,CR-23-687255-A
FELONY,CR-23-687257-A
FELONY,CR-23-687260-A
FELONY,CR-23-687270-A
FELONY,CR-23-687273-A
FELONY,CR-23-687276-A
FELONY,CR-23-687277-A
FELONY,CR-23-687279-A
FELONY,CR-23-687282-A
FELONY,CR-23-687284-A
FELONY,CR-23-687290-A
FELONY,CR-23-687292-A
FELONY,CR-23-687294-A
FELONY,CR-23-687298-A
FELONY,CR-23-687303-A
FELONY,CR-23-687307-A
FELONY,CR-23-687308-A
FELONY,CR-23-687309-A
FELONY,CR-23-687314-A
FELONY,CR-23-687315-A
FELONY,CR-23-687321-A
FELONY,CR-23-687323-A
FELONY,CR-23-687325-A
FELONY,CR-23-687326-A
FELONY,CR-23-687327-A
FELONY,CR-23-687330-A
FELONY,CR-23-687333-A
FELONY,CR-23-687342-A
FELONY,CR-23-687343-A
FELONY,CR-23-687348-A
FELONY,CR-23-687349-A
FELONY,CR-23-687351-A
FELONY,CR-23-687354-A
FELONY,CR-23-687357-A
FELONY,CR-23-687362-A
FELONY,CR-23-687366-A
FELONY,CR-23-687368-A
FELONY,CR-23-687369-A
FELONY,CR-23-687372-A
FELONY,CR-23-687383-A
FELONY,CR-23-687387-A
FELONY,CR-23-687389-A
FELONY,CR-23-687392-A
FELONY,CR-23-687393-A
FELONY,CR-23-687397-A
FELONY,CR-23-687401-A
FELONY,CR-23-687405-A
FELONY,CR-23-687406-A
FELONY,CR-23-687407-A
FELONY,CR-23-687413-A
FELONY,CR-23-687415-A
FELONY,CR-23-687416-A
FELONY,CR-23-687423-A
FELONY,CR-23-687434-A
FELONY,CR-23-687440-A
FELONY,CR-23-687442-A
FELONY,CR-23-687449-A
FELONY,CR-23-687450-A
FELONY,CR-23-687456-A
FELONY,CR-23-687467-A
FELONY,CR-23-687471-A
FELONY,CR-23-687474-A
FELONY,CR-23-687476-A
FELONY,CR-23-687481-A
FELONY,CR-23-687488-A
FELONY,CR-23-687495-A
FELONY,CR-23-687496-A
FELONY,CR-23-687500-A
FELONY,CR-23-687501-A
FELONY,CR-23-687507-A
FELONY,CR-23-687508-A
FELONY,CR-23-687510-A
FELONY,CR-23-687512-A
FELONY,CR-23-687523-A
FELONY,CR-23-687529-A
FELONY,CR-23-687530-A
FELONY,CR-23-687531-A
FELONY,CR-23-687534-A
FELONY,CR-23-687540-A
FELONY,CR-23-687542-A
FELONY,CR-23-687545-A
FELONY,CR-23-687556-A
FELONY,CR-23-687558-A
FELONY,CR-23-687560-A
FELONY,CR-23-687563-A
FELONY,CR-23-687581-A
FELONY,CR-23-687590-A
FELONY,CR-23-687593-A
FELONY,CR-23-687600-A
FELONY,CR-23-687601-A
FELONY,CR-23-687602-A
FELONY,CR-23-687616-A
FELONY,CR-23-687618-A
FELONY,CR-23-687622-A
FELONY,CR-23-687635-A
FELONY,CR-23-687640-A
FELONY,CR-23-687641-A
FELONY,CR-23-687647-A
FELONY,CR-23-687655-A
FELONY,CR-23-687657-A
FELONY,CR-23-687662-A
FELONY,CR-23-687664-A
FELONY,CR-23-687675-A
FELONY,CR-23-687683-A
FELONY,CR-23-687685-A
FELONY,CR-23-687686-A
FELONY,CR-23-687694-A
FELONY,CR-23-687695-A
FELONY,CR-23-687701-A
FELONY,CR-23-687703-A
FELONY,CR-23-687706-A
FELONY,CR-23-687707-A
FELONY,CR-23-687708-A
FELONY,CR-23-687709-A
FELONY,CR-23-687711-A
FELONY,CR-23-687715-A
FELONY,CR-23-687718-A
FELONY,CR-23-687720-A
FELONY,CR-23-687722-A
FELONY,CR-23-687734-A
FELONY,CR-23-687736-A
FELONY,CR-23-687743-A
FELONY,CR-23-687749-A
FELONY,CR-23-687754-A
FELONY,CR-23-687755-A
FELONY,CR-23-687758-A
FELONY,CR-23-687759-A
FELONY,CR-23-687761-A
FELONY,CR-23-687762-A
FELONY,CR-23-687763-A
FELONY,CR-23-687764-A
FELONY,CR-23-687770-A
FELONY,CR-23-687771-A
FELONY,CR-23-687773-A
FELONY,CR-23-687774-A
FELONY,CR-23-687775-A
FELONY,CR-23-687791-A
FELONY,CR-23-687794-A
FELONY,CR-23-687795-A
FELONY,CR-23-687796-A
FELONY,CR-23-687805-A
FELONY,CR-23-687807-A
FELONY,CR-23-687808-A
FELONY,CR-23-687810-A
FELONY,CR-23-687813-A
FELONY,CR-23-687814-A
FELONY,CR-23-687820-A
FELONY,CR-23-687828-A
FELONY,CR-23-687830-A
FELONY,CR-23-687836-A
FELONY,CR-23-687840-A
FELONY,CR-23-687841-A
FELONY,CR-23-687842-A
FELONY,CR-23-687847-A
FELONY,CR-23-687854-A
FELONY,CR-23-687857-A
FELONY,CR-23-687858-A
FELONY,CR-23-687863-A
FELONY,CR-23-687887-A
FELONY,CR-23-687895-A
FELONY,CR-23-687897-A
FELONY,CR-23-687899-A
FELONY,CR-23-687901-A
FELONY,CR-23-687908-A
FELONY,CR-23-687914-A
FELONY,CR-23-687915-A
FELONY,CR-23-687916-A
FELONY,CR-23-687917-A
FELONY,CR-23-687918-A
FELONY,CR-23-687921-A
FELONY,CR-23-687924-A
FELONY,CR-23-687926-A
FELONY,CR-23-687927-A
FELONY,CR-23-687928-A
FELONY,CR-23-687930-A
FELONY,CR-23-687931-A
FELONY,CR-23-687936-A
FELONY,CR-23-687944-A
FELONY,CR-23-687946-A
FELONY,CR-23-687947-A
FELONY,CR-23-687949-A
FELONY,CR-23-687955-A
FELONY,CR-23-687963-A
FELONY,CR-23-687964-A
FELONY,CR-23-687965-A
FELONY,CR-24-687968-A
FELONY,CR-24-687970-A
FELONY,CR-24-687980-A
FELONY,CR-24-687984-A
FELONY,CR-24-687986-A
FELONY,CR-24-687988-A
FELONY,CR-24-687992-A
FELONY,CR-24-687994-A
FELONY,CR-24-687997-A
FELONY,CR-24-688011-A
FELONY,CR-24-688012-A
FELONY,CR-24-688022-A
FELONY,CR-24-688093-A
FELONY,CR-24-688113-A
FELONY,CR-24-688115-A
FELONY,CR-24-688118-A
FELONY,CR-24-688122-A
FELONY,CR-24-688123-A
FELONY,CR-24-688125-A
FELONY,CR-24-688126-A
FELONY,CR-24-688127-A
FELONY,CR-24-688129-A
FELONY,CR-24-688132-A
FELONY,CR-24-688176-A
FELONY,CR-24-688177-A
FELONY,CR-24-688186-A
FELONY,CR-24-688195-A
FELONY,CR-24-688205-A
FELONY,CR-24-688208-A
FELONY,CR-24-688210-A
FELONY,CR-24-688211-A
FELONY,CR-24-688215-A
FELONY,CR-24-688217-A
FELONY,CR-24-688235-A
FELONY,CR-24-688251-A
FELONY,CR-24-688258-A
FELONY,CR-24-688259-A
FELONY,CR-24-688260-A
FELONY,CR-24-688261-A
FELONY,CR-24-688264-A
FELONY,CR-24-688266-A
FELONY,CR-24-688275-A
FELONY,CR-24-688278-A
FELONY,CR-24-688279-A
FELONY,CR-24-688281-A
FELONY,CR-24-688286-A
FELONY,CR-24-688291-A
FELONY,CR-24-688292-A
FELONY,CR-24-688300-A
FELONY,CR-24-688304-A
FELONY,CR-24-688306-A
FELONY,CR-24-688311-A
FELONY,CR-24-688312-A
FELONY,CR-24-688314-A
FELONY,CR-24-688316-A
FELONY,CR-24-688319-A
FELONY,CR-24-688325-A
FELONY,CR-24-688329-A
FELONY,CR-24-688338-A
FELONY,CR-24-688343-A
FELONY,CR-24-688344-A
FELONY,CR-24-688378-A
FELONY,CR-24-688379-A
FELONY,CR-24-688380-A
FELONY,CR-24-688393-A
FELONY,CR-24-688407-A
FELONY,CR-24-688410-A
FELONY,CR-24-688413-A
FELONY,CR-24-688416-A
FELONY,CR-24-688417-A
FELONY,CR-24-688418-A
FELONY,CR-24-688419-A
FELONY,CR-24-688420-A
FELONY,CR-24-688425-A
FELONY,CR-24-688489-A
FELONY,CR-24-688491-A
FELONY,CR-24-688531-A
FELONY,CR-24-688562-A
FELONY,CR-24-688565-A
FELONY,CR-24-688580-A
FELONY,CR-24-688586-A
FELONY,CR-24-688593-A
FELONY,CR-24-688619-A
FELONY,CR-24-688620-A
FELONY,CR-24-688621-A
FELONY,CR-24-688624-A
FELONY,CR-24-688625-A
FELONY,CR-24-688628-A
FELONY,CR-24-688631-A
FELONY,CR-24-688633-A
FELONY,CR-24-688647-A
FELONY,CR-24-688650-A
FELONY,CR-24-688651-A
FELONY,CR-24-688653-A
FELONY,CR-24-688662-A
FELONY,CR-24-688663-A
FELONY,CR-24-688667-A
FELONY,CR-24-688671-A
FELONY,CR-24-688673-A
FELONY,CR-24-688678-A
FELONY,CR-24-688682-A
FELONY,CR-24-688683-A
FELONY,CR-24-688684-A
FELONY,CR-24-688687-A
FELONY,CR-24-688691-A
FELONY,CR-24-688698-A
FELONY,CR-24-688700-A
FELONY,CR-24-688707-A
FELONY,CR-24-688716-A
FELONY,CR-24-688721-A
FELONY,CR-24-688723-A
FELONY,CR-24-688727-A
FELONY,CR-24-688728-A
FELONY,CR-24-688732-A
FELONY,CR-24-688734-A
FELONY,CR-24-688743-A
FELONY,CR-24-688766-A
FELONY,CR-24-688771-A
FELONY,CR-24-688773-A
FELONY,CR-24-688775-A
FELONY,CR-24-688776-A
FELONY,CR-24-688785-A
FELONY,CR-24-688791-A
FELONY,CR-24-688801-A
FELONY,CR-24-688802-A
FELONY,CR-24-688805-A
FELONY,CR-24-688807-A
FELONY,CR-24-688816-A
FELONY,CR-24-688824-A
FELONY,CR-24-688825-A
FELONY,CR-24-688830-A
FELONY,CR-24-688831-A
FELONY,CR-24-688832-A
FELONY,CR-24-688833-A
FELONY,CR-24-688834-A
FELONY,CR-24-688837-A
FELONY,CR-24-688838-A
FELONY,CR-24-688846-A
FELONY,CR-24-688850-A
FELONY,CR-24-688851-A
FELONY,CR-24-688855-A
FELONY,CR-24-688858-A
FELONY,CR-24-688860-A
FELONY,CR-24-688864-A
FELONY,CR-24-688875-A
FELONY,CR-24-688881-A
FELONY,CR-24-688883-A
FELONY,CR-24-688884-A
FELONY,CR-24-688885-A
FELONY,CR-24-688886-A
FELONY,CR-24-688889-A
FELONY,CR-24-688896-A
FELONY,CR-24-688899-A
FELONY,CR-24-688902-A
FELONY,CR-24-688906-A
FELONY,CR-24-688912-A
FELONY,CR-24-688914-A
FELONY,CR-24-688915-A
FELONY,CR-24-688916-A
FELONY,CR-24-688949-A
FELONY,CR-24-688954-A
FELONY,CR-24-688960-A
FELONY,CR-24-688961-A
FELONY,CR-24-688963-A
FELONY,CR-24-688964-A
FELONY,CR-24-688975-A
FELONY,CR-24-688989-A
FELONY,CR-24-688990-A
FELONY,CR-24-688992-A
FELONY,CR-24-688993-A
FELONY,CR-24-689006-A
FELONY,CR-24-689007-A
FELONY,CR-24-689008-A
FELONY,CR-24-689022-A
FELONY,CR-24-689023-A
FELONY,CR-24-689027-A
FELONY,CR-24-689035-A
FELONY,CR-24-689046-A
FELONY,CR-24-689063-A
FELONY,CR-24-689066-A
FELONY,CR-24-689069-A
FELONY,CR-24-689082-A
FELONY,CR-24-689083-A
FELONY,CR-24-689085-A
FELONY,CR-24-689086-A
FELONY,CR-24-689087-A
FELONY,CR-24-689088-A
FELONY,CR-24-689089-A
FELONY,CR-24-689092-A
FELONY,CR-24-689094-A
FELONY,CR-24-689101-A
FELONY,CR-24-689108-A
FELONY,CR-24-689109-A
FELONY,CR-24-689115-A
FELONY,CR-24-689116-A
FELONY,CR-24-689133-A
FELONY,CR-24-689242-A
FELONY,CR-24-689249-A
FELONY,CR-24-689253-A
FELONY,CR-24-689254-A
FELONY,CR-24-689256-A
FELONY,CR-24-689258-A
FELONY,CR-24-689262-A
FELONY,CR-24-689273-A
FELONY,CR-24-689274-A
FELONY,CR-24-689286-A
FELONY,CR-24-689287-A
FELONY,CR-24-689291-A
FELONY,CR-24-689295-A
FELONY,CR-24-689297-A
FELONY,CR-24-689299-A
FELONY,CR-24-689303-A
FELONY,CR-24-689305-A
FELONY,CR-24-689306-A
FELONY,CR-24-689316-A
FELONY,CR-24-689325-A
FELONY,CR-24-689326-A
FELONY,CR-24-689329-A
FELONY,CR-24-689330-A
FELONY,CR-24-689331-A
FELONY,CR-24-689334-A
FELONY,CR-24-689336-A
FELONY,CR-24-689337-A
FELONY,CR-24-689341-A
FELONY,CR-24-689353-A
FELONY,CR-24-689363-A
FELONY,CR-24-689365-A
FELONY,CR-24-689372-A
FELONY,CR-24-689374-A
FELONY,CR-24-689375-A
FELONY,CR-24-689376-A
FELONY,CR-24-689377-A
FELONY,CR-24-689394-A
FELONY,CR-24-689395-A
FELONY,CR-24-689412-A
FELONY,CR-24-689413-A
FELONY,CR-24-689414-A
FELONY,CR-24-689417-A
FELONY,CR-24-689419-A
FELONY,CR-24-689421-A
FELONY,CR-24-689436-A
FELONY,CR-24-689447-A
FELONY,CR-24-689448-A
FELONY,CR-24-689450-A
FELONY,CR-24-689451-A
FELONY,CR-24-689459-A
FELONY,CR-24-689460-A
FELONY,CR-24-689461-A
FELONY,CR-24-689462-A
FELONY,CR-24-689569-A
FELONY,CR-24-689570-A
FELONY,CR-24-689572-A
FELONY,CR-24-689575-A
FELONY,CR-24-689582-A
FELONY,CR-24-689583-A
FELONY,CR-24-689632-A
FELONY,CR-24-689636-A
FELONY,CR-24-689671-A
FELONY,CR-24-689672-A
FELONY,CR-24-689689-A
FELONY,CR-24-689691-A
FELONY,CR-24-689692-A
FELONY,CR-24-689695-A
FELONY,CR-24-689699-A
FELONY,CR-24-689703-A
FELONY,CR-24-689705-A
FELONY,CR-24-689709-A
FELONY,CR-24-689710-A
FELONY,CR-24-689736-A
FELONY,CR-24-689983-A
FELONY,CR-24-689985-A
FELONY,CR-24-689987-A
FELONY,CR-24-689991-A
FELONY,CR-24-689994-A
FELONY,CR-24-689995-A
FELONY,CR-24-689997-A
FELONY,CR-24-690009-A
FELONY,CR-24-690011-A
FELONY,CR-24-690023-A
FELONY,CR-24-690030-A
FELONY,CR-24-690033-A
FELONY,CR-24-690034-A
FELONY,CR-24-690038-A
FELONY,CR-24-690040-A
FELONY,CR-24-690042-A
FELONY,CR-24-690044-A
FELONY,CR-24-690050-A
FELONY,CR-24-690055-A
FELONY,CR-24-690062-A
FELONY,CR-24-690075-A
FELONY,CR-24-690076-A
FELONY,CR-24-690103-A
FELONY,CR-24-690104-A
FELONY,CR-24-690107-A
FELONY,CR-24-690114-A
FELONY,CR-24-690116-A
FELONY,CR-24-690121-A
FELONY,CR-24-690154-A
FELONY,CR-24-690156-A
FELONY,CR-24-690164-A
FELONY,CR-24-690167-A
FELONY,CR-24-690168-A
FELONY,CR-24-690170-A
FELONY,CR-24-690177-A
FELONY,CR-24-690180-A
FELONY,CR-24-690185-A
FELONY,CR-24-690188-A
FELONY,CR-24-690190-A
FELONY,CR-24-690191-A
FELONY,CR-24-690195-A
FELONY,CR-24-690196-A
FELONY,CR-24-690199-A
FELONY,CR-24-690201-A
FELONY,CR-24-690203-A
FELONY,CR-24-690206-A
FELONY,CR-24-690212-A
FELONY,CR-24-690213-A
FELONY,CR-24-690218-A
FELONY,CR-24-690219-A
FELONY,CR-24-690222-A
FELONY,CR-24-690223-A
FELONY,CR-24-690225-A
FELONY,CR-24-690235-A
FELONY,CR-24-690244-A
FELONY,CR-24-690245-A
FELONY,CR-24-690273-A
FELONY,CR-24-690275-A
FELONY,CR-24-690279-A
FELONY,CR-24-690286-A
FELONY,CR-24-690288-A
FELONY,CR-24-690293-A
FELONY,CR-24-690297-A
FELONY,CR-24-690299-A
FELONY,CR-24-690301-A
FELONY,CR-24-690302-A
FELONY,CR-24-690303-A
FELONY,CR-24-690306-A
FELONY,CR-24-690310-A
FELONY,CR-24-690325-A
FELONY,CR-24-690328-A
FELONY,CR-24-690329-A
FELONY,CR-24-690330-A
FELONY,CR-24-690331-A
FELONY,CR-24-690334-A
FELONY,CR-24-690337-A
FELONY,CR-24-690338-A
FELONY,CR-24-690349-A
FELONY,CR-24-690351-A
FELONY,CR-24-690360-A
FELONY,CR-24-690365-A
FELONY,CR-24-690367-A
FELONY,CR-24-690372-A
FELONY,CR-24-690373-A
FELONY,CR-24-690375-A
FELONY,CR-24-690412-A
FELONY,CR-24-690433-A
FELONY,CR-24-690436-A
FELONY,CR-24-690437-A
FELONY,CR-24-690439-A
FELONY,CR-24-690449-A
FELONY,CR-24-690456-A
FELONY,CR-24-690468-A
FELONY,CR-24-690472-A
FELONY,CR-24-690479-A
FELONY,CR-24-690481-A
FELONY,CR-24-690482-A
FELONY,CR-24-690486-A
FELONY,CR-24-690509-A
FELONY,CR-24-690510-A
FELONY,CR-24-690515-A
FELONY,CR-24-690518-A
FELONY,CR-24-690519-A
FELONY,CR-24-690547-A
FELONY,CR-24-690549-A
FELONY,CR-24-690556-A
FELONY,CR-24-690559-A
FELONY,CR-24-690566-A
FELONY,CR-24-690567-A
FELONY,CR-24-690574-A
FELONY,CR-24-690583-A
FELONY,CR-24-690584-A
FELONY,CR-24-690588-A
FELONY,CR-24-690594-A
FELONY,CR-24-690599-A
FELONY,CR-24-690604-A
FELONY,CR-24-690605-A
FELONY,CR-24-690610-A
FELONY,CR-24-690616-A
FELONY,CR-24-690617-A
FELONY,CR-24-690620-A
FELONY,CR-24-690700-A
FELONY,CR-24-690702-A
FELONY,CR-24-690703-A
FELONY,CR-24-690705-A
FELONY,CR-24-690710-A
FELONY,CR-24-690712-A
FELONY,CR-24-690715-A
FELONY,CR-24-690719-A
FELONY,CR-24-690723-A
FELONY,CR-24-690724-A
FELONY,CR-24-690751-A
FELONY,CR-24-690762-A
FELONY,CR-24-690783-A
FELONY,CR-24-690795-A
FELONY,CR-24-690807-A
FELONY,CR-24-690809-A
FELONY,CR-24-690816-A
FELONY,CR-24-690845-A
FELONY,CR-24-690859-A
FELONY,CR-24-690860-A
FELONY,CR-24-690879-A
FELONY,CR-24-690890-A
FELONY,CR-24-690898-A
FELONY,CR-24-690901-A
FELONY,CR-24-690902-A
FELONY,CR-24-690903-A
FELONY,CR-24-690908-A
FELONY,CR-24-690914-A
FELONY,CR-24-690917-A
FELONY,CR-24-690918-A
FELONY,CR-24-690925-A
FELONY,CR-24-690951-A
FELONY,CR-24-690956-A
FELONY,CR-24-690968-A
FELONY,CR-24-690975-A
FELONY,CR-24-690976-A
FELONY,CR-24-691082-A
FELONY,CR-24-691084-A
FELONY,CR-24-691104-A
FELONY,CR-24-691106-A
FELONY,CR-24-691120-A
FELONY,CR-24-691121-A
FELONY,CR-24-691333-A
FELONY,CR-24-691335-A
FELONY,CR-24-691347-A
FELONY,CR-24-691357-A
FELONY,CR-24-691388-A
FELONY,CR-24-691568-A
FELONY,CR-24-691578-A
FELONY,CR-24-691713-A
FELONY,CR-24-691714-A
FELONY,CR-24-691719-A
FELONY,CR-24-691721-A
FELONY,CR-24-691723-A
FELONY,CR-24-691725-A
FELONY,CR-24-691743-A
FELONY,CR-24-691751-A
FELONY,CR-24-691752-A
FELONY,CR-24-691753-A
FELONY,CR-24-691763-A
FELONY,CR-24-691787-A
FELONY,CR-24-691795-A
FELONY,CR-24-691803-A
FELONY,CR-24-691815-A
FELONY,CR-24-691968-A
FELONY,CR-24-691972-A
FELONY,CR-24-691974-A
FELONY,CR-24-691975-A
FELONY,CR-24-692050-A
FELONY,CR-24-692231-A
FELONY,CR-24-692251-A
FELONY,CR-24-692264-A
FELONY,CR-24-692273-A
FELONY,CR-24-692279-A
FELONY,CR-24-692290-A
FELONY,CR-24-692295-A
FELONY,CR-24-692308-A
FELONY,CR-24-692321-A
FELONY,CR-24-692356-A
FELONY,CR-24-692357-A
FELONY,CR-24-692364-A
FELONY,CR-24-692379-A
FELONY,CR-24-692381-A
FELONY,CR-24-692385-A
FELONY,CR-24-692395-A
FELONY,CR-24-692429-A
FELONY,CR-24-692439-A
FELONY,CR-24-692440-A
FELONY,CR-24-692454-A
FELONY,CR-24-692484-A
FELONY,CR-24-692486-A
FELONY,CR-24-692489-A
FELONY,CR-24-692505-A
FELONY,CR-24-692515-A
FELONY,CR-24-692529-A
FELONY,CR-24-692538-A
FELONY,CR-24-692542-A
FELONY,CR-24-692545-A
FELONY,CR-24-692550-A
FELONY,CR-24-692683-A
FELONY,CR-24-692691-A
FELONY,CR-24-692698-A
FELONY,CR-24-692713-A
FELONY,CR-24-692726-A
FELONY,CR-24-692730-A
FELONY,CR-24-692735-A
FELONY,CR-24-692755-A
FELONY,CR-24-692756-A
FELONY,CR-24-692882-A
FELONY,CR-24-692894-A
FELONY,CR-24-692910-A
FELONY,CR-24-692936-A
FELONY,CR-24-693085-A
FELONY,CR-24-693239-A
FELONY,CR-24-693254-A
FELONY,CR-24-693266-A
FELONY,CR-24-693267-A
FELONY,CR-24-693268-A
FELONY,CR-24-693276-A
FELONY,CR-24-693277-A
FELONY,CR-24-693283-A
FELONY,CR-24-693354-A
FELONY,CR-24-693358-A
FELONY,CR-24-693371-A
FELONY,CR-24-693372-A
FELONY,CR-24-693390-A
FELONY,CR-24-693393-A
FELONY,CR-24-693486-A
FELONY,CR-24-693493-A
FELONY,CR-24-693607-A
FELONY,CR-24-693609-A
FELONY,CR-24-693618-A
FELONY,CR-24-693628-A
FELONY,CR-24-693689-A
FELONY,CR-24-693696-A
FELONY,CR-24-693722-A
FELONY,CR-24-693744-A
FELONY,CR-24-693745-A
FELONY,CR-24-693746-A
FELONY,CR-24-693773-A
FELONY,CR-24-693818-A
FELONY,CR-24-693854-A
FELONY,CR-24-693858-A
FELONY,CR-24-693917-A
FELONY,CR-24-693918-A
FELONY,CR-24-693936-A
FELONY,CR-24-693954-A
FELONY,CR-24-694234-A
FELONY,CR-24-694235-A
FELONY,CR-24-694254-A
FELONY,CR-24-694359-A
FELONY,CR-24-694360-A
FELONY,CR-24-694363-A
FELONY,CR-24-694365-A
FELONY,CR-24-694369-A
FELONY,CR-24-694378-A
FELONY,CR-24-694380-A
FELONY,CR-24-694428-A
FELONY,CR-24-694521-A
FELONY,CR-24-694578-A
FELONY,CR-24-694584-A
FELONY,CR-24-694585-A
FELONY,CR-24-694592-A
FELONY,CR-24-694594-A
FELONY,CR-24-694603-A
FELONY,CR-24-694614-A
FELONY,CR-24-694669-A
FELONY,CR-24-694672-A
FELONY,CR-24-694676-A
FELONY,CR-24-694679-A
FELONY,CR-24-694688-A
FELONY,CR-24-694690-A
FELONY,CR-24-694691-A
FELONY,CR-24-694723-A
FELONY,CR-24-694734-A
FELONY,CR-24-694749-A
FELONY,CR-24-694763-A
FELONY,CR-24-694814-A
FELONY,CR-24-694906-A
FELONY,CR-24-694909-A
FELONY,CR-24-694920-A
FELONY,CR-24-694921-A
FELONY,CR-24-694935-A
FELONY,CR-24-694938-A
FELONY,CR-24-694941-A
FELONY,CR-24-694978-A
FELONY,CR-24-694981-A
FELONY,CR-24-694984-A
FELONY,CR-24-694986-A
FELONY,CR-24-694995-A
FELONY,CR-24-694996-A
FELONY,CR-24-695003-A
FELONY,CR-24-695006-A
FELONY,CR-24-695011-A
FELONY,CR-24-695031-A
FELONY,CR-24-695032-A
FELONY,CR-24-695034-A
FELONY,CR-24-695038-A
FELONY,CR-24-695041-A
FELONY,CR-24-695043-A
FELONY,CR-24-695046-A
FELONY,CR-24-695047-A
FELONY,CR-24-695050-A
FELONY,CR-24-695053-A
FELONY,CR-24-695171-A
FELONY,CR-24-695173-A
FELONY,CR-24-695174-A
FELONY,CR-24-695175-A
FELONY,CR-24-695177-A
FELONY,CR-24-695182-A
FELONY,CR-24-695185-A
FELONY,CR-24-695192-A
FELONY,CR-24-695319-A
FELONY,CR-24-695338-A
FELONY,CR-24-695347-A
FELONY,CR-24-695369-A
FELONY,CR-24-695370-A
FELONY,CR-24-695377-A
FELONY,CR-24-695384-A
FELONY,CR-24-695394-A
FELONY,CR-24-695400-A
FELONY,CR-24-695403-A
FELONY,CR-24-695410-A
FELONY,CR-24-695422-A
FELONY,CR-24-695424-A
FELONY,CR-24-695425-A
FELONY,CR-24-695426-A
FELONY,CR-24-695542-A
FELONY,CR-24-695547-A
FELONY,CR-24-695548-A
FELONY,CR-24-695557-A
FELONY,CR-24-695558-A
FELONY,CR-24-695561-A
FELONY,CR-24-695564-A
FELONY,CR-24-695567-A
FELONY,CR-24-695571-A
FELONY,CR-24-695572-A
FELONY,CR-24-695573-A
FELONY,CR-24-695577-A
FELONY,CR-24-695579-A
FELONY,CR-24-695600-A
