case_number,source_file,charges,events,likely_felony,reason
CR-23-678607-A,2023_cases_comprehensive.csv,"INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE,NOLLE | INDICT,2921.32.A(4),OBSTRUCTING JUSTICE,NOLLE | INDICT,2921.32.A(5),""ATTEMPTED, OBSTRUCTING JUSTICE"",PLD GLTY- N/C LIO-AMEND @ P/T","08/23/2023,PRETRIAL HELD | 08/07/2023,PRETRIAL HELD | 07/31/2023,PRETRIAL HELD | 07/17/2023,PRETRIAL HELD | 07/13/2023,PRETRIAL HELD | 07/12/2023,PRETRIAL HELD | 07/10/2023,PRETRIAL HELD | 07/05/2023,PRETRIAL HELD | 06/29/2023,PRETRIAL HELD | 05/31/2023,PRETRIAL HELD | 05/24/2023,PRETRIAL HELD | 05/08/2023,PRETRIAL HELD | 04/25/2023,PRETRIAL HELD | 04/06/2023,PRETRIAL HELD | 02/23/2023,INDICTED BI",True,indicted
CR-23-678625-A,2023_cases_comprehensive.csv,"INDICT,2923.12.A(2),""ATTEMPTED, CARRYING CONCEALED WEAPONS"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","06/05/2023,PRETRIAL HELD | 05/22/2023,PRETRIAL HELD | 04/24/2023,PRETRIAL HELD | 04/05/2023,PRETRIAL HELD | 03/22/2023,PRETRIAL HELD | 02/14/2023,INDICTED ORIGINAL",True,indicted
CR-23-678647-A,2023_cases_comprehensive.csv,"INDICT,2911.12.B,BURGLARY,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2911.12.A(2),BURGLARY,NOLLE | INDICT,2921.34.A(1),ESCAPE,NOLLE | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2925.11.A,DRUG POSSESSION,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,NOLLE | INDICT,2913.51.A,RECEIVING STOLEN PROPERTY,PLD GLTY- N/C LIO-AME","05/21/2025,PRETRIAL HELD | 04/28/2025,PRETRIAL HELD | 04/07/2025,PRETRIAL HELD | 03/13/2025,PRETRIAL HELD | 03/11/2025,PRETRIAL HELD | 02/27/2025,PRETRIAL HELD | 02/04/2025,PRETRIAL HELD | 01/16/2025,PRETRIAL HELD | 12/19/2024,PRETRIAL HELD | 12/03/2024,PRETRIAL HELD | 11/13/2024,PRETRIAL HELD | 10/31/2024,PRETRIAL HELD | 10/24/2024,PRETRIAL HELD | 10/15/2024,PRETRIAL HELD | 10/02/2024,PRETRIAL HE",True,indicted
CR-23-678673-A,2023_cases_comprehensive.csv,"INDICT,2913.51.A,""ATTEMPTED, RECEIVING STOLEN PROPERTY"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","05/11/2023,PRETRIAL HELD | 04/27/2023,PRETRIAL HELD | 03/22/2023,PRETRIAL HELD | 02/16/2023,INDICTED ORIGINAL | 11/28/2022,ARRESTED",True,indicted
CR-23-678699-A,2023_cases_comprehensive.csv,"INDICT,4505.03,CERTIFICATE OF TITLE,NOLLE | INDICT,2913.31.A(1),FORGERY,PLD GLTY- N/C - IND @ P/T | INDICT,2913.02.A(1),THEFT,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","04/25/2023,PRETRIAL HELD | 04/13/2023,PRETRIAL HELD | 03/22/2023,PRETRIAL HELD | 02/17/2023,INDICTED ORIGINAL",True,indicted
CR-23-678705-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",NOLLE | INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C - IND @ P/T | INDICT,2903.13.A,ASSAULT (PO),NOLLE | INDICT,4549.02.A(1),STOPPING AFTER ACCIDENT; EXCHANGE OF IDENTITYAND VEHICLE REG,PLD GLTY- N/C - IND @ P/T | INDICT,2913.51.A,RECEIVING STOLEN PROPERTY,PLD GLTY- N/C - IND @ P/T ","06/27/2023,PRETRIAL HELD | 06/07/2023,PRETRIAL HELD | 05/09/2023,PRETRIAL HELD | 03/27/2023,PRETRIAL HELD | 02/17/2023,INDICTED ORIGINAL | 02/09/2023,ARRESTED",True,indicted
CR-23-678754-A,2023_cases_comprehensive.csv,"INDICT,2911.01.A(3),AGGRAVATED ROBBERY,DISM OTHER | INDICT,2911.02.A(2),ROBBERY,DISM OTHER | INDICT,2911.02.A(3),ROBBERY,DISM OTHER | INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.13.A,ASSAULT (PEACE OFFICER),DISM OTHER | INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,DISM OTHER | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,DISM OTHER | INDICT,2921.","03/28/2023,CASE DISMISSED | 03/21/2023,PRETRIAL HELD | 03/07/2023,PRETRIAL HELD | 02/24/2023,INDICTED ORIGINAL | 02/15/2023,ARRESTED",True,indicted
CR-23-678771-A,2023_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT (PO),PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","06/07/2023,PRETRIAL HELD | 06/01/2023,PRETRIAL HELD | 05/24/2023,PRETRIAL HELD | 05/18/2023,PRETRIAL HELD | 05/10/2023,PRETRIAL HELD | 04/27/2023,PRETRIAL HELD | 04/27/2023,PRETRIAL HELD | 03/07/2023,INDICTED BINDOVER | 02/23/2023,FIRST APPEARANCE | 02/22/2023,CPD EDC SET | 02/21/2023,BINDOVER CIF#CI235520BQ | 09/19/2021,ARRESTED",True,indicted
CR-23-678793-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""ATTEMPTED, FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","01/22/2024,PRETRIAL HELD | 11/16/2023,PRETRIAL HELD | 08/03/2023,PRETRIAL HELD | 07/10/2023,PRETRIAL HELD | 06/22/2023,PRETRIAL HELD | 06/15/2023,PRETRIAL HELD | 05/31/2023,PRETRIAL HELD | 05/17/2023,PRETRIAL HELD | 04/27/2023,PRETRIAL HELD | 04/13/2023,PRETRIAL HELD | 04/03/2023,PRETRIAL HELD | 03/01/2023,PRETRIAL HELD | 02/24/2023,INDICTED ORIGINAL",True,indicted
CR-23-678808-A,2023_cases_comprehensive.csv,"INDICT,2919.25.A,DOMESTIC VIOLENCE (PC),PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T | INDICT,2919.25.C,DOMESTIC VIOLENCE (PC),NOLLE","04/19/2023,PRETRIAL HELD | 04/12/2023,PRETRIAL HELD | 03/27/2023,PRETRIAL HELD | 03/13/2023,PRETRIAL HELD | 03/01/2023,INDICTED ORIGINAL | 02/19/2023,ARRESTED",True,indicted
CR-23-678892-A,2023_cases_comprehensive.csv,"INDICT,2911.12.A(3),""ATTEMPTED, BURGLARY"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.13.A,ASSAULT (PEACE OFFICER),PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE | INDICT,2913.02.A(1),THEFT,NOLLE | INDICT,2903.13.A,ASSAULT,NOLLE | INDICT,2919.27.A(2),""VIOLATING PROTECTION ORDER, CONSENT AGREEMENT, ANTI-STALKING"",PLD GLTY- N/C - IND @ P/T | INDICT,2909.06.A(1),CRIM","08/09/2023,PV HELD | 04/24/2023,PRETRIAL HELD | 03/27/2023,PRETRIAL HELD | 03/13/2023,PRETRIAL HELD | 03/01/2023,INDICTED ORIGINAL | 02/21/2023,ARRESTED",True,indicted
CR-23-678950-A,2023_cases_comprehensive.csv,"INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE,  | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,  | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","03/09/2023,INDICTED BINDOVER | 02/24/2023,BINDOVER CIF#CI235755BQ | 02/23/2023,ARRESTED",True,indicted
CR-23-679000-A,2023_cases_comprehensive.csv,"INDICT,2911.12.B,""ATTEMPTED, BURGLARY"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2909.05.B(1)(A),VANDALISM,NOLLE | INDICT,2909.05.B(1)(B),VANDALISM,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","05/22/2023,PRETRIAL HELD | 05/18/2023,PRETRIAL HELD | 05/11/2023,PRETRIAL HELD | 04/25/2023,PRETRIAL HELD | 04/04/2023,PRETRIAL HELD | 03/22/2023,PRETRIAL HELD | 03/07/2023,INDICTED BINDOVER | 03/01/2023,FIRST APPEARANCE | 02/28/2023,CPD EDC SET | 02/27/2023,BINDOVER CIF#CI238184AO | 02/25/2023,ARRESTED",True,indicted
CR-23-679025-A,2023_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT (PEACE OFFICER),PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T","06/14/2023,PRETRIAL HELD | 06/01/2023,PRETRIAL HELD | 05/01/2023,PRETRIAL HELD | 04/05/2023,PRETRIAL HELD | 03/29/2023,PRETRIAL HELD | 03/09/2023,PRETRIAL HELD | 02/28/2023,INDICTED ORIGINAL | 02/20/2023,ARRESTED",True,indicted
CR-23-679070-A,2023_cases_comprehensive.csv,"INDICT,2911.12.B,BURGLARY,DISM OTHER | INDICT,2909.05.B(2),VANDALISM,DISM OTHER | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,DISM OTHER","06/06/2025,CASE DISMISSED | 03/27/2024,PV HELD | 03/14/2024,PV HELD | 06/06/2023,INTERVENTION IN LIEU | 06/06/2023,INTERVENTION IN LIEU OF CONVICTION | 05/11/2023,PRETRIAL HELD | 04/27/2023,PRETRIAL HELD | 04/17/2023,PRETRIAL HELD | 03/07/2023,INDICTED BINDOVER | 03/01/2023,BINDOVER CIF#CI235862BQ | 02/27/2023,ARRESTED",True,indicted
CR-23-679072-A,2023_cases_comprehensive.csv,"INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","07/06/2023,PRETRIAL HELD | 06/26/2023,PRETRIAL HELD | 06/20/2023,PRETRIAL HELD | 06/12/2023,PRETRIAL HELD | 03/09/2023,INDICTED BINDOVER | 03/01/2023,BINDOVER CIF#CI235842BQ | 02/17/2023,ARRESTED",True,indicted
CR-23-679079-A,2023_cases_comprehensive.csv,"INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C - IND @ P/T | INDICT,2923.12.(A)(2),CARRYING CONCEALED WEAPONS,PLD GLTY- N/C - IND @ P/T | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,PLD GLTY- N/C - IND @ P/T | INDICT,2925.11.A,DRUG POSSESSION,PLD GLTY-","03/06/2023,INDICTED ORIGINAL | 09/05/2022,ARRESTED",True,indicted
CR-23-679169-A,2023_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT (PO),PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,""ATTEMPTED, OBSTRUCTING OFFICIAL BUSINESS"",PLD GLTY- N/C LIO-AMEND @ P/T","08/26/2025,PV HELD | 08/15/2024,PRETRIAL HELD | 08/06/2024,PRETRIAL HELD | 07/30/2024,PRETRIAL HELD | 07/16/2024,PRETRIAL HELD | 09/07/2023,PRETRIAL HELD | 08/14/2023,FINAL PRETRIAL HELD | 08/14/2023,PRETRIAL HELD | 07/11/2023,FINAL PRETRIAL HELD | 06/28/2023,PRETRIAL HELD | 06/28/2023,FINAL PRETRIAL HELD | 06/22/2023,PRETRIAL HELD | 06/07/2023,PRETRIAL HELD | 05/17/2023,PRETRIAL HELD | 03/21/2023",True,indicted
CR-23-679173-A,2023_cases_comprehensive.csv,"INDICT,2903.13.A,""ATTEMPTED, ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.38.B,HARRASSMENT BY INMATE,NOLLE | INDICT,2921.33.B,RESISTING ARREST,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","06/15/2023,PRETRIAL HELD | 04/11/2023,PRETRIAL HELD | 03/20/2023,PRETRIAL HELD | 03/08/2023,INDICTED ORIGINAL | 02/28/2023,ARRESTED",True,indicted
CR-23-679175-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",NOLLE | INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2913.51.A,""ATTEMPTED, RECEIVING STOLEN PROPERTY"",PLD GLTY- N/C LIO-AMEND @","07/18/2023,PRETRIAL HELD | 06/28/2023,PRETRIAL HELD | 06/15/2023,PRETRIAL HELD | 05/25/2023,PRETRIAL HELD | 04/20/2023,INDICTED BINDOVER | 03/03/2023,BINDOVER CIF#CI236043BQ | 03/02/2023,ARRESTED",True,indicted
CR-23-679188-A,2023_cases_comprehensive.csv,"INDICT,2911.12.A(2),BURGLARY,DISM OTHER | INDICT,2903.211.A(1),MENACING BY STALKING,DISM OTHER | INDICT,2903.13.A,ASSAULT,DISM OTHER | INDICT,2903.21.A,AGGRAVATED MENACING,DISM OTHER | INDICT,2911.12.A(2),BURGLARY,DISM OTHER | INDICT,2903.211.A(1),MENACING BY STALKING,DISM OTHER | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,DISM OTHER | INDICT,2923.12.A(1),CARRYING CONCEALED WEAPONS,DISM OTHER","12/19/2023,FINAL PRETRIAL HELD | 11/20/2023,PRETRIAL HELD | 11/13/2023,PRETRIAL HELD | 09/27/2023,PRETRIAL HELD | 09/20/2023,PRETRIAL HELD | 09/06/2023,PRETRIAL HELD | 08/17/2023,FINAL PRETRIAL HELD | 08/14/2023,PRETRIAL HELD | 07/24/2023,PRETRIAL HELD | 07/11/2023,PRETRIAL HELD | 06/27/2023,PRETRIAL HELD | 06/01/2023,FINAL PRETRIAL HELD | 05/30/2023,PRETRIAL HELD | 05/15/2023,PRETRIAL HELD | 05/0",True,indicted
CR-23-679197-A,2023_cases_comprehensive.csv,"INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,NOLLE | INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,NOLLE | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,NOLLE | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","08/30/2023,PRETRIAL HELD | 08/03/2023,PRETRIAL HELD | 06/22/2023,PRETRIAL HELD | 06/13/2023,PRETRIAL HELD | 05/23/2023,PRETRIAL HELD | 05/10/2023,PRETRIAL HELD | 04/26/2023,PRETRIAL HELD | 04/11/2023,PRETRIAL HELD | 03/28/2023,PRETRIAL HELD | 03/16/2023,PRETRIAL HELD | 03/07/2023,INDICTED ORIGINAL | 01/28/2023,ARRESTED",True,indicted
CR-23-679222-A,2023_cases_comprehensive.csv,"INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T | INDICT,2921.33.A,RESISTING ARREST,NOLLE","07/11/2023,PV HELD | 03/22/2023,PRETRIAL HELD | 03/10/2023,INDICTED BINDOVER | 03/09/2023,FIRST APPEARANCE | 03/07/2023,CPD EDC SET | 03/06/2023,BINDOVER CIF#CI238255AO | 03/03/2023,ARRESTED",True,indicted
CR-23-679262-A,2023_cases_comprehensive.csv,"INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,NOLLE | INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE,NOLLE | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","10/24/2023,PRETRIAL HELD | 10/17/2023,PRETRIAL HELD | 10/03/2023,PRETRIAL HELD | 09/18/2023,PRETRIAL HELD | 09/05/2023,PRETRIAL HELD | 08/17/2023,PRETRIAL HELD | 07/20/2023,PRETRIAL HELD | 07/10/2023,PRETRIAL HELD | 06/21/2023,PRETRIAL HELD | 06/06/2023,PRETRIAL HELD | 05/23/2023,PRETRIAL HELD | 05/02/2023,PRETRIAL HELD | 04/18/2023,PRETRIAL HELD | 03/15/2023,INDICTED BINDOVER | 03/07/2023,BINDOVE",True,indicted
CR-23-679268-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2925.11.A,DRUG POSSESSION,PLD GLTY- N/C - IND @ P/T | INDICT,2925.11.A,DRUG POSSESSION,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","10/01/2025,PV HELD | 06/15/2023,PRETRIAL HELD | 06/08/2023,PRETRIAL HELD | 05/25/2023,PRETRIAL HELD | 03/21/2023,INDICTED ORIGINAL | 11/01/2022,ARRESTED",True,indicted
CR-23-679275-A,2023_cases_comprehensive.csv,"INDICT,2903.01.A,AGGRAVATED MURDER,NOLLE | INDICT,2903.02.A,MURDER,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.02.B,MURDER,NOLLE | INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2903.01.A,AGGRAVATED MURDER,NOLLE | INDICT,2903.04.A,INVOLUNTARY MANSLAUGHTER,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.02.B,MURDER,NOLLE | INDICT,2903.11.A(1),FELONIOU","11/27/2023,FINAL PRETRIAL HELD | 11/08/2023,PRETRIAL HELD | 09/12/2023,PRETRIAL HELD | 08/21/2023,PRETRIAL HELD | 08/09/2023,PRETRIAL HELD | 07/18/2023,PRETRIAL HELD | 07/06/2023,PRETRIAL HELD | 06/13/2023,PRETRIAL HELD | 05/25/2023,PRETRIAL HELD | 05/03/2023,PRETRIAL HELD | 04/11/2023,PRETRIAL HELD | 03/10/2023,INDICTED BINDOVER | 03/07/2023,BINDOVER CIF#CI236166BQ",True,indicted
CR-23-679313-A,2023_cases_comprehensive.csv,"INDICT,2921.31.A,""ATTEMPTED, OBSTRUCTING OFFICIAL BUSINESS"",PLD GLTY- N/C LIO-AMEND @ P/T","08/28/2023,PRETRIAL HELD | 08/14/2023,PRETRIAL HELD | 07/27/2023,PRETRIAL HELD | 07/12/2023,PRETRIAL HELD | 06/06/2023,PRETRIAL HELD | 05/23/2023,PRETRIAL HELD | 05/09/2023,PRETRIAL HELD | 04/11/2023,INDICTED ORIGINAL",True,indicted
CR-23-679332-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C - IND @ P/T | INDICT,4549.02.A(1),STOPPING AFTER ACCIDENT; EXCHANGE OF IDENTITYAND VEHICLE REG,PLD GLTY- N/C - IND @ P/T | INDICT,2919.27.A(1),""VIOLATING PROTECTION ORDER, CONSENT AGREEMENT, ANTI-STALKING"",PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","12/18/2023,PRETRIAL HELD | 12/04/2023,PRETRIAL HELD | 11/28/2023,PRETRIAL HELD | 11/27/2023,PRETRIAL HELD | 10/24/2023,PRETRIAL HELD | 03/10/2023,INDICTED ORIGINAL | 02/19/2023,ARRESTED",True,indicted
CR-23-679345-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""ATTEMPTED, FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER (MV)"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C LIO-AMEND @ P/T","08/17/2023,PRETRIAL HELD | 08/10/2023,FINAL PRETRIAL HELD | 07/27/2023,PRETRIAL HELD | 06/15/2023,PRETRIAL HELD | 05/31/2023,PRETRIAL HELD | 05/16/2023,PRETRIAL HELD | 05/02/2023,PRETRIAL HELD | 04/12/2023,PRETRIAL HELD | 03/16/2023,INDICTED BINDOVER | 03/09/2023,BINDOVER CIF#CI236262BQ",True,indicted
CR-23-679365-A,2023_cases_comprehensive.csv,"INDICT,2921.32.A(5),OBSTRUCTING JUSTICE,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","09/13/2023,FINAL PRETRIAL HELD | 06/22/2023,PRETRIAL HELD | 06/01/2023,PRETRIAL HELD | 05/18/2023,PRETRIAL HELD | 04/20/2023,PRETRIAL HELD | 03/17/2023,INDICTED BINDOVER | 03/10/2023,BINDOVER CIF#CI231518AN | 03/08/2023,ARRESTED",True,indicted
CR-23-679370-A,2023_cases_comprehensive.csv,"INDICT,2919.25.B,""ATTEMPTED, DOMESTIC VIOLENCE (PC)"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","05/18/2023,PRETRIAL HELD | 05/18/2023,PRETRIAL HELD | 05/09/2023,PRETRIAL HELD | 04/24/2023,PRETRIAL HELD | 04/11/2023,PRETRIAL HELD | 03/23/2023,INDICTED BINDOVER | 03/14/2023,FIRST APPEARANCE | 03/13/2023,CPD EDC SET | 03/10/2023,BINDOVER CIF#CI236307BQ | 03/09/2023,ARRESTED",True,indicted
CR-23-679452-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER (MV)"",PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T | INDICT,2921.33.C(2),RESISTING ARREST,DISMISS P/T | INDICT,2909.05.B(2),VANDALISM,DISMISS P/T | INDICT,2913.51.A,RECEIVING STOLEN PROPERTY,PLD GLTY- N/C - IND @ P/T | INDICT,2923.13.A(1),HAVING WEAPONS WHILE UNDER DISAB","08/31/2023,PRETRIAL HELD | 08/15/2023,PRETRIAL HELD | 05/24/2023,PRETRIAL HELD | 05/10/2023,PRETRIAL HELD | 04/26/2023,PRETRIAL HELD | 04/12/2023,PRETRIAL HELD | 03/14/2023,INDICTED ORIGINAL | 01/04/2023,ARRESTED",True,indicted
CR-23-679476-A,2023_cases_comprehensive.csv,"INDICT,2921.31.A,""ATTEMPTED, OBSTRUCTING OFFICIAL BUSINESS"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T","02/20/2025,PV HELD | 07/25/2023,PRETRIAL HELD | 07/18/2023,PRETRIAL HELD | 06/27/2023,PRETRIAL HELD | 06/13/2023,PRETRIAL HELD | 05/31/2023,PRETRIAL HELD | 05/17/2023,PRETRIAL HELD | 03/23/2023,INDICTED BINDOVER | 03/14/2023,BINDOVER CIF#CI236326BQ | 03/11/2023,ARRESTED",True,indicted
CR-23-679488-A,2023_cases_comprehensive.csv,"INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C LIO-AMEND @ P/T","01/24/2024,FINAL PRETRIAL HELD | 12/12/2023,PRETRIAL HELD | 11/14/2023,PRETRIAL HELD | 10/30/2023,PRETRIAL HELD | 09/20/2023,PRETRIAL HELD | 09/06/2023,PRETRIAL HELD | 08/22/2023,PRETRIAL HELD | 03/29/2023,INDICTED ORIGINAL | 02/15/2023,ARRESTED",True,indicted
CR-23-679582-A,2023_cases_comprehensive.csv,"INDICT,2921.31,OBSTRUCTING OFFICIAL BUSINESS,OTHER TERMIN.","04/12/2023,CASE CLOSED | 03/17/2023,BINDOVER CIF#CI238395AO | 03/15/2023,ARRESTED",True,indicted
CR-23-679605-A,2023_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT (PEACE OFFICER),DISM OTHER | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,DISM OTHER | INDICT,2921.33.B,RESISTING ARREST,DISM OTHER | INDICT,2903.21.A,AGGRAVATED MENACING,DISM OTHER | INDICT,2919.27.A(2),""VIOLATING PROTECTION ORDER, CONSENT AGREEMENT, ANTI-STALKING"",DISM OTHER","07/10/2023,CASE DISMISSED | 06/21/2023,PRETRIAL HELD | 06/06/2023,PRETRIAL HELD | 05/23/2023,PRETRIAL HELD | 05/09/2023,PRETRIAL HELD | 04/25/2023,PRETRIAL HELD | 04/03/2023,INDICTED BINDOVER | 03/20/2023,BINDOVER CIF#CI236554BQ | 03/17/2023,ARRESTED",True,indicted
CR-23-679622-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""ATTEMPTED, FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",NOLLE | INDICT,2921.12.A(1),""ATTEMPTED, TAMPERING WITH EVIDENCE"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2923.13.A(3),HAVING","10/17/2023,PRETRIAL HELD | 10/10/2023,PRETRIAL HELD | 09/21/2023,PRETRIAL HELD | 09/07/2023,PRETRIAL HELD | 08/23/2023,PRETRIAL HELD | 08/03/2023,PRETRIAL HELD | 07/20/2023,PRETRIAL HELD | 07/13/2023,PRETRIAL HELD | 07/11/2023,PRETRIAL HELD | 06/29/2023,PRETRIAL HELD | 06/21/2023,PRETRIAL HELD | 06/07/2023,PRETRIAL HELD | 05/23/2023,PRETRIAL HELD | 05/09/2023,PRETRIAL HELD | 04/06/2023,INDICTED BI",True,indicted
