case_number,source_file,charges,events,likely_felony,reason
CR-23-684826-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISMISS P/T | INDICT,2903.14.A,NEGLIGENT ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T | INDICT,2923.15.A,USING WEAPONS WHILE INTOXICATED,PLD GLTY- N/C - IND @ P/T","11/02/2023,PRETRIAL HELD | 10/11/2023,PRETRIAL HELD | 10/02/2023,PRETRIAL HELD | 09/20/2023,PRETRIAL HELD | 09/13/2023,INDICTED ORIGINAL | 09/05/2023,ARRESTED",True,indicted
CR-23-684854-A,2023_cases_comprehensive.csv,"INDICT,2921.38.B,HARRASSMENT BY INMATE,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.38.B,HARRASSMENT BY INMATE,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","11/02/2023,PRETRIAL HELD | 10/26/2023,PRETRIAL HELD | 10/12/2023,PRETRIAL HELD | 09/19/2023,INDICTED BINDOVER | 09/18/2023,FIRST APPEARANCE | 09/15/2023,CPD EDC SET | 09/13/2023,BINDOVER CIF#CI233306BR | 09/10/2023,ARRESTED",True,indicted
CR-23-684902-A,2023_cases_comprehensive.csv,"INDICT,2913.51.A,RSP - MV,PLD GLTY- N/C - IND @ P/T | INDICT,4511.19.A(1)(A),DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL OR DRUGS,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","01/23/2025,PV HELD | 06/05/2024,PV HELD | 12/20/2023,PV HELD | 12/20/2023,PV HELD | 10/11/2023,PRETRIAL HELD | 10/04/2023,PRETRIAL HELD | 09/27/2023,PRETRIAL HELD | 09/15/2023,INDICTED ORIGINAL",True,indicted
CR-23-684933-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.13.A,""ATTEMPTED, ASSAULT (PEACE OFFICER)"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.13.A,ASSAULT (PEACE OFFICER),NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE | INDICT,2921.33.B,RESISTING ARREST,NOLLE | INDICT,4511.19.A(1)(A),DRIVING WHILE UNDER THE INFLUENCE OF AL","07/15/2024,PRETRIAL HELD | 07/01/2024,PRETRIAL HELD | 06/18/2024,PRETRIAL HELD | 05/30/2024,PRETRIAL HELD | 05/14/2024,PRETRIAL HELD | 05/01/2024,PRETRIAL HELD | 03/05/2024,PRETRIAL HELD | 01/18/2024,PRETRIAL HELD | 01/04/2024,PRETRIAL HELD | 12/14/2023,PRETRIAL HELD | 12/06/2023,PRETRIAL HELD | 11/21/2023,PRETRIAL HELD | 11/07/2023,PRETRIAL HELD | 10/31/2023,PRETRIAL HELD | 10/02/2023,INDICTED BI",True,indicted
CR-23-684956-A,2023_cases_comprehensive.csv,"INDICT,2911.12.B,BURGLARY,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2909.06.A(1),CRIMINAL DAMAGING,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","10/01/2025,PV HELD | 04/09/2025,PV HELD | 11/28/2023,PRETRIAL HELD | 11/15/2023,PRETRIAL HELD | 11/15/2023,PRETRIAL HELD | 10/31/2023,PRETRIAL HELD | 10/17/2023,PRETRIAL HELD | 10/02/2023,PRETRIAL HELD | 09/21/2023,INDICTED ORIGINAL | 09/16/2023,ARRESTED",True,indicted
CR-23-684964-A,2023_cases_comprehensive.csv,"INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,PLD GLTY- N/C - IND @ P/T | INDICT,2923.15.A,USING WEAPONS WHILE INTOXICATED,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","12/11/2023,PRETRIAL HELD | 11/13/2023,PRETRIAL HELD | 10/31/2023,PRETRIAL HELD | 09/28/2023,INDICTED BINDOVER | 09/18/2023,BINDOVER CIF#CI233512BR | 09/16/2023,ARRESTED",True,indicted
CR-23-685043-A,2023_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT (PEACE OFFICER),PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T","01/23/2024,PRETRIAL HELD | 01/16/2024,PRETRIAL HELD | 01/04/2024,PRETRIAL HELD | 12/20/2023,PRETRIAL HELD | 12/13/2023,PRETRIAL HELD | 11/29/2023,PRETRIAL HELD | 11/15/2023,PRETRIAL HELD | 10/17/2023,INDICTED BINDOVER | 09/20/2023,BINDOVER CIF#CI233577BR | 09/17/2023,ARRESTED",True,indicted
CR-23-685079-A,2023_cases_comprehensive.csv,"N/A,2921.32.A(6),OBSTRUCTING JUSTICE,No Billed","09/21/2023,BINDOVER CIF#CI233685BR | 09/20/2023,ARRESTED",False,
CR-23-685141-A,2023_cases_comprehensive.csv,"INDICT,2911.12.A(1),BURGLARY,DISM OTHER | INDICT,2903.13.A,ASSAULT,DISM OTHER | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,DISM OTHER","02/20/2024,CASE DISMISSED | 12/20/2023,PRETRIAL HELD | 12/06/2023,PRETRIAL HELD | 11/21/2023,PRETRIAL HELD | 11/08/2023,PRETRIAL HELD | 10/17/2023,PRETRIAL HELD | 10/03/2023,INDICTED ORIGINAL | 09/21/2023,ARRESTED",True,indicted
CR-23-685231-A,2023_cases_comprehensive.csv,"INDICT,2925.03.A(2),TRAFFICKING OFFENSE,PLD GLTY- N/C - IND @ P/T | INDICT,2925.11.A,DRUG POSSESSION,NOLLE | INDICT,2925.04.A,ILLEGAL MANUFACT/CULTIVATE MARIJUANA / CONTROLLED SUBSTANCE,NOLLE | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2925.03.A(2),TRAFFICKING OFFENSE,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2925.11.A,DRUG POSSESSION,NOLLE | INDICT,","03/19/2025,PRETRIAL HELD | 03/12/2025,PRETRIAL HELD | 02/26/2025,PRETRIAL HELD | 02/12/2025,PRETRIAL HELD | 01/15/2025,PRETRIAL HELD | 10/07/2024,PRETRIAL HELD | 08/26/2024,PRETRIAL HELD | 08/13/2024,PRETRIAL HELD | 07/30/2024,PRETRIAL HELD | 07/15/2024,PRETRIAL HELD | 06/26/2024,PRETRIAL HELD | 06/05/2024,PRETRIAL HELD | 05/22/2024,PRETRIAL HELD | 05/02/2024,PRETRIAL HELD | 04/22/2024,PRETRIAL HE",True,indicted
CR-23-685254-A,2023_cases_comprehensive.csv,"INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,PLD GLTY- N/C - IND @ P/T | INDICT,2913.51.A,""ATTEMPTED, RECEIVING STOLEN PROPERTY"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.13.A,ASSAULT,PLD GLTY- N/C - IND @ P/T","03/11/2025,PRETRIAL HELD | 02/08/2024,PRETRIAL HELD | 12/04/2023,PRETRIAL HELD | 10/10/2023,INDICTED BINDOVER | 09/29/2023,FIRST APPEARANCE | 09/28/2023,CPD EDC SET | 09/27/2023,BINDOVER CIF#CI230790AP | 09/24/2023,ARRESTED",True,indicted
CR-23-685265-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A,""ATTEMPTED, FELONIOUS ASSAULT (PEACE OFFICER)"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE (PC),PLD GLTY- N/C - IND @ P/T | INDICT,2903.13.A,ASSAULT (PEACE OFFICER),NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE | INDICT,2921.33.B,RESISTING ARREST,NOLLE","01/25/2024,PRETRIAL HELD | 01/11/2024,PRETRIAL HELD | 12/20/2023,PRETRIAL HELD | 12/14/2023,PRETRIAL HELD | 12/07/2023,PRETRIAL HELD | 11/21/2023,PRETRIAL HELD | 11/09/2023,PRETRIAL HELD | 10/27/2023,PRETRIAL HELD | 10/11/2023,INDICTED ORIGINAL | 09/26/2023,ARRESTED",True,indicted
CR-23-685324-A,2023_cases_comprehensive.csv,"INDICT,2921.32.A(5),OBSTRUCTING JUSTICE,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","01/22/2025,PRETRIAL HELD | 01/08/2025,PRETRIAL HELD | 12/20/2024,PRETRIAL HELD | 11/18/2024,PRETRIAL HELD | 11/14/2024,PRETRIAL HELD | 11/01/2024,PRETRIAL HELD | 10/17/2024,PRETRIAL HELD | 10/03/2024,PRETRIAL HELD | 09/10/2024,PRETRIAL HELD | 07/09/2024,PRETRIAL HELD | 06/18/2024,PRETRIAL HELD | 06/03/2024,PRETRIAL HELD | 05/21/2024,PRETRIAL HELD | 04/24/2024,PRETRIAL HELD | 04/10/2024,PRETRIAL HE",True,indicted
CR-23-685329-A,2023_cases_comprehensive.csv,"INDICT,2903.18.(B)(3),STRANGULATION,DISM OTHER | INDICT,2919.25.A,DOMESTIC VIOLENCE,DISM OTHER | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,DISM OTHER | INDICT,2903.21.A,AGGRAVATED MENACING,DISM OTHER","05/28/2024,CASE DISMISSED | 04/16/2024,PRETRIAL HELD | 03/27/2024,FINAL PRETRIAL HELD | 03/19/2024,PRETRIAL HELD | 12/19/2023,PRETRIAL HELD | 12/06/2023,PRETRIAL HELD | 11/09/2023,PRETRIAL HELD | 10/12/2023,PRETRIAL HELD | 10/03/2023,INDICTED ORIGINAL | 09/22/2023,ARRESTED",True,indicted
CR-23-685364-A,2023_cases_comprehensive.csv,"INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2923.12.(A)(2),CARRYING CONCEALED WEAPONS,NOLLE | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C LIO-AMEND @ P/T","05/07/2024,PRETRIAL HELD | 05/01/2024,PRETRIAL HELD | 04/16/2024,PRETRIAL HELD | 02/27/2024,PRETRIAL HELD | 02/13/2024,PRETRIAL HELD | 01/31/2024,PRETRIAL HELD | 01/04/2024,PRETRIAL HELD | 12/18/2023,PRETRIAL HELD | 12/04/2023,PRETRIAL HELD | 11/21/2023,PRETRIAL HELD | 11/08/2023,PRETRIAL HELD | 10/03/2023,INDICTED ORIGINAL | 09/23/2023,ARRESTED",True,indicted
CR-23-685374-A,2023_cases_comprehensive.csv,"INDICT,2913.51.A,RSP - MV,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","03/19/2025,FINAL PRETRIAL HELD | 03/06/2025,PRETRIAL HELD | 02/13/2025,PRETRIAL HELD | 02/13/2025,PRETRIAL HELD | 02/13/2025,PRETRIAL HELD | 02/06/2025,PRETRIAL HELD | 01/23/2025,PRETRIAL HELD | 01/09/2025,PRETRIAL HELD | 12/11/2024,PRETRIAL HELD | 11/18/2024,FINAL PRETRIAL HELD | 11/14/2024,FINAL PRETRIAL HELD | 11/06/2024,PRETRIAL HELD | 10/31/2024,PRETRIAL HELD | 10/23/2024,PRETRIAL HELD | 09/3",True,indicted
CR-23-685413-A,2023_cases_comprehensive.csv,"INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C LIO-AMEND @ P/T","07/09/2024,PRETRIAL HELD | 06/26/2024,PRETRIAL HELD | 10/11/2023,INDICTED ORIGINAL",True,indicted
CR-23-685436-A,2023_cases_comprehensive.csv,"INDICT,2911.12.A(2),BURGLARY,DISM OTHER | INDICT,2911.12.A(3),BURGLARY,DISM OTHER | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,DISM OTHER | INDICT,2913.02.A(1),THEFT; AGGRAVATED THEFT,DISM OTHER | INDICT,2921.13.A(03),FALSIFICATION,DISM OTHER","07/21/2025,CASE DISMISSED | 06/10/2025,PRETRIAL HELD | 05/27/2025,PRETRIAL HELD | 11/29/2023,INDICTED BINDOVER | 10/02/2023,BINDOVER CIF#CI234091BR | 09/28/2023,ARRESTED",True,indicted
CR-23-685460-A,2023_cases_comprehensive.csv,"INDICT,2925.11.A,DRUG POSSESSION,PLD GLTY- N/C - IND @ P/T | INDICT,2921.13.A(03),FALSIFICATION,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","12/03/2024,PRETRIAL HELD | 11/18/2024,PRETRIAL HELD | 11/07/2024,PRETRIAL HELD | 10/07/2024,PRETRIAL HELD | 10/11/2023,INDICTED ORIGINAL",True,indicted
CR-23-685494-A,2023_cases_comprehensive.csv,"INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,NOLLE | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,PLD GLTY- N/C - IND @ P/T | INDICT,2903.13.A,ASSAULT,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","08/22/2024,PV HELD | 04/16/2024,PRETRIAL HELD | 03/27/2024,PRETRIAL HELD | 03/04/2024,PRETRIAL HELD | 01/29/2024,PRETRIAL HELD | 01/08/2024,PRETRIAL HELD | 12/13/2023,PRETRIAL HELD | 11/29/2023,PRETRIAL HELD | 11/15/2023,PRETRIAL HELD | 10/31/2023,PRETRIAL HELD | 10/17/2023,PRETRIAL HELD | 10/10/2023,INDICTED ORIGINAL | 10/02/2023,ARRESTED",True,indicted
CR-23-685567-A,2023_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT (PEACE OFFICER),  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","04/10/2024,FOUND NOT GUILTY | 02/05/2024,PRETRIAL HELD | 01/22/2024,PRETRIAL HELD | 01/08/2024,PRETRIAL HELD | 12/20/2023,PRETRIAL HELD | 12/06/2023,PRETRIAL HELD | 11/07/2023,INDICTED BINDOVER | 10/04/2023,BINDOVER CIF#CI233759BR | 09/23/2023,ARRESTED",True,indicted
CR-23-685572-A,2023_cases_comprehensive.csv,"INDICT,2923.13.A(3),""ATTEMPTED, HAVING WEAPONS WHILE UNDER DISABILITY"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,NOLLE | INDICT,2923.12.(A)(2),CARRYING CONCEALED WEAPONS,NOLLE | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS (PO),NOLLE | INDICT,2921.33.A,RESI","12/07/2023,PRETRIAL HELD | 11/27/2023,PRETRIAL HELD | 11/09/2023,PRETRIAL HELD | 10/25/2023,PRETRIAL HELD | 10/18/2023,INDICTED ORIGINAL | 10/04/2023,ARRESTED",True,indicted
CR-23-685597-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",  | INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",  | INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,  | INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,  | INDICT,2923.13.A(2),HAVING WEAPO","10/10/2023,INDICTED ORIGINAL",True,indicted
CR-23-685600-A,2023_cases_comprehensive.csv,"INDICT,2919.25.A,""ATTEMPTED, DOMESTIC VIOLENCE (PC)"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE (PC),NOLLE | INDICT,2909.04.A(3),DISRUPTING PUBLIC SERVICE,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","01/25/2024,PRETRIAL HELD | 01/11/2024,PRETRIAL HELD | 12/20/2023,PRETRIAL HELD | 12/14/2023,PRETRIAL HELD | 12/07/2023,PRETRIAL HELD | 11/21/2023,PRETRIAL HELD | 11/09/2023,PRETRIAL HELD | 10/27/2023,PRETRIAL HELD | 10/11/2023,INDICTED ORIGINAL",True,indicted
CR-23-685669-A,2023_cases_comprehensive.csv,"INDICT,2925.03.A(2),TRAFFICKING OFFENSE,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2925.11.A,DRUG POSSESSION,NOLLE | INDICT,2925.03.A(2),TRAFFICKING OFFENSE,NOLLE | INDICT,2925.11.A,DRUG POSSESSION,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2925.03.A(2),TRAFFICKING OFFENSE,NOLLE | INDICT,2925.11.A,DRUG POSSESSION,NOLLE | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T |","04/10/2024,FINAL PRETRIAL HELD | 03/07/2024,PRETRIAL HELD | 03/04/2024,PRETRIAL HELD | 02/26/2024,PRETRIAL HELD | 02/12/2024,PRETRIAL HELD | 01/30/2024,PRETRIAL HELD | 01/16/2024,PRETRIAL HELD | 01/02/2024,PRETRIAL HELD | 11/27/2023,PRETRIAL HELD | 11/14/2023,PRETRIAL HELD | 11/08/2023,PRETRIAL HELD | 10/12/2023,INDICTED ORIGINAL | 07/24/2023,ARRESTED",True,indicted
CR-23-685675-A,2023_cases_comprehensive.csv,"INDICT,2913.30.(B)(2),COUNTERFEITING,  | INDICT,2913.02.A(3),THEFT,  | INDICT,2913.30.(B)(2),COUNTERFEITING,  | INDICT,2913.02.A(3),ATTEMPTED THEFT,  | INDICT,2913.30.(B)(3),COUNTERFEITING,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2903.21.A,AGGRAVATED MENACING","11/14/2023,INDICTED BINDOVER | 10/13/2023,FIRST APPEARANCE | 10/12/2023,CPD EDC SET | 10/11/2023,BINDOVER CIF#CI234483BR | 10/10/2023,ARRESTED",True,indicted
CR-23-685757-A,2023_cases_comprehensive.csv,"INDICT,2917.13.A(1),MISCONDUCT AT AN EMERGENGY,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","03/13/2024,FINAL PRETRIAL HELD | 02/07/2024,PRETRIAL HELD | 01/22/2024,PRETRIAL HELD | 01/17/2024,PRETRIAL HELD | 10/31/2023,INDICTED BINDOVER | 10/12/2023,BINDOVER CIF#CI234512BR | 09/16/2022,ARRESTED",True,indicted
CR-23-685774-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,4549.02.A(1),STOPPING AFTER ACCIDENT; EXCHANGE OF IDENTITYAND VEHICLE REG,DISM OTHER","05/22/2024,PRETRIAL HELD | 04/17/2024,PRETRIAL HELD | 03/26/2024,PRETRIAL HELD | 03/06/2024,PRETRIAL HELD | 02/26/2024,PRETRIAL HELD | 02/20/2024,PRETRIAL HELD | 02/13/2024,PRETRIAL HELD | 02/06/2024,PRETRIAL HELD | 01/23/2024,PRETRIAL HELD | 01/08/2024,PRETRIAL HELD | 12/11/2023,PRETRIAL HELD | 10/16/2023,INDICTED ORIGINAL | 10/05/2023,ARRESTED",True,indicted
CR-23-685784-A,2023_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT (PO),NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.33.B,RESISTING ARREST,NOLLE","08/06/2024,PRETRIAL HELD | 07/31/2024,PRETRIAL HELD | 07/22/2024,FINAL PRETRIAL HELD | 07/18/2024,FINAL PRETRIAL HELD | 07/15/2024,FINAL PRETRIAL HELD | 07/10/2024,FINAL PRETRIAL HELD | 05/09/2024,PRETRIAL HELD | 03/25/2024,PRETRIAL HELD | 03/11/2024,PRETRIAL HELD | 02/29/2024,PRETRIAL HELD | 02/14/2024,PRETRIAL HELD | 01/25/2024,PRETRIAL HELD | 01/10/2024,PRETRIAL HELD | 01/04/2024,PRETRIAL HELD ",True,indicted
CR-23-685789-A,2023_cases_comprehensive.csv,"INDICT,2913.31.A(3),""ATTEMPTED, FORGERY; FORGING IDENTIFICATION CARDS"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2913.02.A(3),ATTEMPTED THEFT,PLD GLTY- N/C - IND @ P/T | INDICT,2923.24.A,""ATTEMPTED, POSSESSING CRIMINAL TOOLS"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","01/11/2024,PRETRIAL HELD | 12/14/2023,PRETRIAL HELD | 10/26/2023,INDICTED BINDOVER | 10/16/2023,BINDOVER CIF#CI231010AP | 10/12/2023,ARRESTED",True,indicted
CR-23-685813-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",DISM OTHER | INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",DISM OTHER | INDICT,2913.51.A,RECEIVING STOLEN PROPERTY,DISM OTHER | INDICT,2913.51.A,RECEIVING STOLEN PROPERTY,DISM OTHER | INDICT,2923.12.(A)(2),CARRYING CONCEALED WEAPONS,DISM OTHER | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A M","04/15/2024,CASE DISMISSED | 03/25/2024,PRETRIAL HELD | 03/06/2024,PRETRIAL HELD | 01/31/2024,PRETRIAL HELD | 01/09/2024,PRETRIAL HELD | 12/06/2023,PRETRIAL HELD | 11/21/2023,PRETRIAL HELD | 11/07/2023,PRETRIAL HELD | 10/30/2023,INDICTED ORIGINAL | 10/06/2023,ARRESTED",True,indicted
CR-23-685814-A,2023_cases_comprehensive.csv,"INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,DISM OTHER | INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,DISM OTHER | INDICT,2923.12.(A)(2),CARRYING CONCEALED WEAPONS,DISM OTHER | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,DISM OTHER | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,DISM OTHER","05/07/2024,CASE DISMISSED | 10/30/2023,INDICTED ORIGINAL | 08/16/2023,ARRESTED",True,indicted
CR-23-685816-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","01/08/2025,PRETRIAL HELD | 12/11/2024,PRETRIAL HELD | 12/05/2024,PRETRIAL HELD | 11/14/2024,PRETRIAL HELD | 10/31/2024,PRETRIAL HELD | 10/10/2024,PRETRIAL HELD | 12/12/2023,INDICTED ORIGINAL | 08/15/2023,ARRESTED",True,indicted
CR-23-685959-A,2023_cases_comprehensive.csv,"INDICT,2921.38.B,HARRASSMENT BY INMATE,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T | INDICT,2921.33.A,RESISTING ARREST,PLD GLTY- N/C - IND @ P/T","06/16/2025,PV HELD | 05/05/2025,PV HELD | 10/20/2023,INDICTED ORIGINAL",True,indicted
CR-23-686023-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,NOLLE | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","02/26/2024,PRETRIAL HELD | 02/12/2024,PRETRIAL HELD | 01/29/2024,PRETRIAL HELD | 11/06/2023,INDICTED BINDOVER | 10/21/2023,BINDOVER CIF#CI234785BR | 10/18/2023,ARRESTED",True,indicted
CR-23-686025-A,2023_cases_comprehensive.csv,"INDICT,2913.51.A,RECEIVING STOLEN PROPERTY,  | INDICT,2913.51.A,RECEIVING STOLEN PROPERTY,  | INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","10/23/2023,INDICTED ORIGINAL",True,indicted
CR-23-686042-A,2023_cases_comprehensive.csv,"INDICT,2925.03.A(2),TRAFFICKING OFFENSE,NOLLE | INDICT,2925.11.A,DRUG POSSESSION,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","02/22/2024,PRETRIAL HELD | 02/08/2024,PRETRIAL HELD | 01/25/2024,PRETRIAL HELD | 01/11/2024,PRETRIAL HELD | 12/14/2023,PRETRIAL HELD | 11/27/2023,PRETRIAL HELD | 10/24/2023,INDICTED ORIGINAL | 08/28/2023,ARRESTED",True,indicted
CR-23-686067-A,2023_cases_comprehensive.csv,"INDICT,2921.331.A,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,PLD GLTY- N/C - IND @ P/T | INDICT,2919.22.A,ENDANGERING CHILDREN,PLD GLTY- N/C - IND @ P/T","01/24/2024,PRETRIAL HELD | 01/10/2024,PRETRIAL HELD | 12/21/2023,PRETRIAL HELD | 11/21/2023,INDICTED BINDOVER | 10/23/2023,BINDOVER CIF#CI231100AP | 10/20/2023,ARRESTED",True,indicted
