case_number,source_file,charges,events
CR-24-689412-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2925.03.A(2),TRAFFICKING OFFENSE,PLD GLTY- N/C - IND @ P/T | INDICT,2925.11.A,DRUG POSSESSION,PLD GLTY- N/C - IND @ P/T | INDICT,2923.24.A,POSSESSING CRIMINAL TOOLS,PLD GLTY- N/C - IND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE (PC),NOLLE","10/27/2025,PRETRIAL HELD | 01/06/2025,PRETRIAL HELD | 02/28/2024,INDICTED ORIGINAL | 02/19/2024,ARRESTED"
CR-24-689414-A,2024_cases_comprehensive.csv,"INDICT,2911.01.A(3),AGGRAVATED ROBBERY,  | INDICT,2903.11.A(1),FELONIOUS ASSAULT,  | INDICT,2911.01.A(3),AGGRAVATED ROBBERY,  | INDICT,2903.11.A(1),FELONIOUS ASSAULT,  | INDICT,2911.02.A(2),ROBBERY,  | INDICT,2911.02.A(2),ROBBERY,  | INDICT,2911.02.A(3),ROBBERY,  | INDICT,2911.02.A(3),ROBBERY,  | INDICT,2911.02.A(3),ROBBERY,  | INDICT,2905.02.A(2),ABDUCTION,  | INDICT,2905.02.A(2),ABDUCTION,  | IN","06/27/2024,FOUND NOT GUILTY | 06/04/2024,PRETRIAL HELD | 05/21/2024,PRETRIAL HELD | 05/13/2024,PRETRIAL HELD | 05/09/2024,PRETRIAL HELD | 04/30/2024,PRETRIAL HELD | 04/17/2024,PRETRIAL HELD | 03/27/2024,PRETRIAL HELD | 03/12/2024,PRETRIAL HELD | 02/28/2024,INDICTED ORIGINAL | 02/19/2024,ARRESTED"
CR-24-689421-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2911.11.A(1),AGGRAVATED BURGLARY,NOLLE | INDICT,2911.12.A(3),BURGLARY,PLD GLTY- N/C - IND @ P/T | INDICT,2913.02.A(1),THEFT; AGGRAVATED THEFT,NOLLE","05/23/2024,FINAL PRETRIAL HELD | 05/07/2024,PRETRIAL HELD | 04/23/2024,PRETRIAL HELD | 04/09/2024,PRETRIAL HELD | 02/22/2024,INDICTED ORIGINAL"
CR-24-689451-A,2024_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISMISS P/T","05/29/2024,PRETRIAL HELD | 05/07/2024,PRETRIAL HELD | 04/18/2024,PRETRIAL HELD | 04/03/2024,PRETRIAL HELD | 03/20/2024,PRETRIAL HELD | 02/23/2024,INDICTED ORIGINAL | 11/09/2023,ARRESTED"
CR-24-689460-A,2024_cases_comprehensive.csv,"INDICT,2911.01.A(1),AGGRAVATED ROBBERY,PLD GLTY- N/C - IND @ P/T | INDICT,2911.02.A(2),ROBBERY,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2913.02.A(1),GRAND THEFT - MV,NOLLE | INDICT,2909.06.A(1),CRIMINAL DAMAGING,NOLLE","02/22/2024,INDICTED ORIGINAL"
CR-24-689570-A,2024_cases_comprehensive.csv,"INDICT,2911.12.A(1),BURGLARY,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2911.11.A(2),AGGRAVATED BURGLARY,NOLLE | INDICT,2903.11.A(2),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.13.A,ASSAULT,NOLLE | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C LIO-AMEND @ P/T","08/12/2024,PRETRIAL HELD | 05/07/2024,PRETRIAL HELD | 04/17/2024,PRETRIAL HELD | 03/28/2024,PRETRIAL HELD | 03/14/2024,PRETRIAL HELD | 02/29/2024,INDICTED ORIGINAL | 02/22/2024,ARRESTED"
CR-24-689572-A,2024_cases_comprehensive.csv,"INDICT,2903.01.B,AGGRAVATED MURDER,  | INDICT,2903.02.A,MURDER,  | INDICT,2903.02.B,MURDER,  | INDICT,2903.02.B,MURDER,  | INDICT,2905.01.A(2),KIDNAPPING,  | INDICT,2905.01.A(3),KIDNAPPING,  | INDICT,2905.01.B(2),KIDNAPPING,  | INDICT,2903.11.A(1),FELONIOUS ASSAULT,  | INDICT,2903.11.A(2),FELONIOUS ASSAULT,  | INDICT,2911.01.A(1),AGGRAVATED ROBBERY,  | INDICT,2911.01.A(3),AGGRAVATED ROBBERY,  | IN","10/09/2025,PRETRIAL HELD | 10/02/2025,PRETRIAL HELD | 04/16/2025,PRETRIAL HELD | 02/24/2025,PRETRIAL HELD | 01/09/2025,PRETRIAL HELD | 12/19/2024,PRETRIAL HELD | 12/11/2024,PRETRIAL HELD | 11/18/2024,PRETRIAL HELD | 11/04/2024,PRETRIAL HELD | 10/21/2024,PRETRIAL HELD | 10/03/2024,FINAL PRETRIAL HELD | 09/23/2024,PRETRIAL HELD | 08/13/2024,PRETRIAL HELD | 07/30/2024,PRETRIAL HELD | 07/09/2024,PRETR"
CR-24-689575-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(2),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2903.21.A,AGGRAVATED MENACING,NOLLE","07/09/2024,PRETRIAL HELD | 06/25/2024,PRETRIAL HELD | 06/11/2024,PRETRIAL HELD | 05/21/2024,PRETRIAL HELD | 05/07/2024,PRETRIAL HELD | 04/23/2024,PRETRIAL HELD | 04/09/2024,PRETRIAL HELD | 03/18/2024,PRETRIAL HELD | 03/08/2024,INDICTED BINDOVER | 02/28/2024,FIRST APPEARANCE | 02/27/2024,CPD EDC SET | 02/26/2024,BINDOVER CIF#CI248374BR | 02/24/2024,ARRESTED"
CR-24-689582-A,2024_cases_comprehensive.csv,"INDICT,2903.11,FELONIOUS ASSAULT,OTHER TERMIN.","05/06/2024,CASE CLOSED | 02/27/2024,BINDOVER CIF#CI248356BR | 02/22/2024,ARRESTED"
CR-24-689636-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2923.161.A(1),IMPROPER DISCHARGING FIREARM AT OR INTO HABITATION OR SCHOOL,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T","06/11/2024,PRETRIAL HELD | 05/28/2024,PRETRIAL HELD | 05/07/2024,PRETRIAL HELD | 04/09/2024,PRETRIAL HELD | 03/11/2024,INDICTED BINDOVER | 02/28/2024,BINDOVER CIF#CI248336BR | 02/23/2024,ARRESTED"
CR-24-689691-A,2024_cases_comprehensive.csv,"INDICT,2919.22.A,ENDANGERING CHILDREN,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T","07/24/2024,PRETRIAL HELD | 07/17/2024,PRETRIAL HELD | 06/25/2024,PRETRIAL HELD | 06/04/2024,PRETRIAL HELD | 05/15/2024,PRETRIAL HELD | 05/01/2024,PRETRIAL HELD | 04/17/2024,PRETRIAL HELD | 03/06/2024,INDICTED ORIGINAL | 02/27/2024,ARRESTED"
CR-24-689692-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,NOLLE | INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C LIO-AMEND @ P/T","05/21/2024,PRETRIAL HELD | 05/09/2024,PRETRIAL HELD | 04/29/2024,PRETRIAL HELD | 04/15/2024,PRETRIAL HELD | 04/03/2024,PRETRIAL HELD | 03/18/2024,PRETRIAL HELD | 03/05/2024,INDICTED ORIGINAL | 02/23/2024,ARRESTED"
CR-24-689699-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2919.25.A,DOMESTIC VIOLENCE (PC),PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.21.A,AGGRAVATED MENACING,PLD GLTY- N/C - IND @ P/T | INDICT,2909.06.A(1),CRIMINAL DAMAGING,PLD GLTY- N/C - IND @ P/T","04/29/2024,PRETRIAL HELD | 03/27/2024,PRETRIAL HELD | 03/13/2024,PRETRIAL HELD | 03/05/2024,INDICTED ORIGINAL | 02/28/2024,ARRESTED"
CR-24-689709-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.13.A,ASSAULT,DISM OTHER | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,DISM OTHER","08/06/2024,CASE DISMISSED | 06/26/2024,PRETRIAL HELD | 04/23/2024,PRETRIAL HELD | 03/19/2024,INDICTED BINDOVER | 03/01/2024,BINDOVER CIF#CI248421BR | 02/27/2024,ARRESTED"
CR-24-689710-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(2),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T","07/31/2025,PV HELD | 07/30/2024,PRETRIAL HELD | 07/16/2024,PRETRIAL HELD | 07/02/2024,PRETRIAL HELD | 06/18/2024,PRETRIAL HELD | 06/04/2024,PRETRIAL HELD | 04/30/2024,PRETRIAL HELD | 04/24/2024,PRETRIAL HELD | 04/09/2024,PRETRIAL HELD | 03/06/2024,INDICTED BINDOVER | 03/01/2024,BINDOVER CIF#CI248473BR | 02/24/2024,ARRESTED"
CR-24-689736-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T | INDICT,2909.06.A(1),CRIMINAL DAMAGING,PLD GLTY- N/C - IND @ P/T","05/21/2024,PRETRIAL HELD | 05/08/2024,PRETRIAL HELD | 05/02/2024,PRETRIAL HELD | 04/16/2024,PRETRIAL HELD | 04/04/2024,PRETRIAL HELD | 03/11/2024,INDICTED ORIGINAL | 02/28/2024,ARRESTED"
CR-24-689983-A,2024_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C - IND @ P/T | INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",NOLLE | INDICT,2913.51.A,RSP - MV,NOLLE | INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,PLD GLTY- N/C - IND @ P/T | INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,NOLLE | ","06/25/2025,PRETRIAL HELD | 06/11/2025,PRETRIAL HELD | 05/22/2025,PRETRIAL HELD | 05/07/2025,PRETRIAL HELD | 04/09/2025,PRETRIAL HELD | 03/26/2025,PRETRIAL HELD | 03/12/2025,PRETRIAL HELD | 02/26/2025,PRETRIAL HELD | 02/12/2025,PRETRIAL HELD | 01/29/2025,PRETRIAL HELD | 01/13/2025,PRETRIAL HELD | 12/12/2024,PRETRIAL HELD | 11/14/2024,PRETRIAL HELD | 10/16/2024,PRETRIAL HELD | 09/26/2024,PRETRIAL HE"
CR-24-690038-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2911.12.A(1),BURGLARY,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.25.A,""ATTEMPTED, DOMESTIC VIOLENCE (PC)"",PLD GLTY- N/C LIO-AMEND @ P/T","06/17/2024,PRETRIAL HELD | 06/04/2024,PRETRIAL HELD | 05/08/2024,PRETRIAL HELD | 03/19/2024,INDICTED ORIGINAL | 03/08/2024,ARRESTED"
CR-24-690042-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.18.(B)(1),""ATTEMPTED, STRANGULATION"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.18.(B)(3),STRANGULATION,NOLLE | INDICT,2909.04.A(1),""ATTEMPTED, DISRUPTING PUBLIC SERVICE"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2905.02.A(2),ABDUCTION,PLD GLTY- N/C LIO-AMEND @ P/T","05/13/2024,FINAL PRETRIAL HELD | 05/01/2024,FINAL PRETRIAL HELD | 04/24/2024,PRETRIAL HELD | 04/10/2024,PRETRIAL HELD | 03/26/2024,PRETRIAL HELD | 03/14/2024,INDICTED ORIGINAL | 03/07/2024,ARRESTED"
CR-24-690055-A,2024_cases_comprehensive.csv,"INDICT,2903.02.A,""ATTEMPTED, MURDER"",NOLLE | INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.18.(B)(2),STRANGULATION,NOLLE | INDICT,2903.18.(B)(3),STRANGULATION,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2905.02.A(1),ABDUCTION,NOLLE | INDICT,2905.02.A(2),ABDUCTION,NOLLE | INDICT,2911.11.A(2),AGGRAVATED BURGLARY,NOLLE | INDICT,2911.12.A(3),BURGLARY,PLD GLT","01/06/2025,FINAL PRETRIAL HELD | 12/18/2024,PRETRIAL HELD | 12/11/2024,PRETRIAL HELD | 11/21/2024,PRETRIAL HELD | 11/05/2024,PRETRIAL HELD | 06/17/2024,PRETRIAL HELD | 06/12/2024,PRETRIAL HELD | 05/15/2024,PRETRIAL HELD | 05/01/2024,PRETRIAL HELD | 04/10/2024,PRETRIAL HELD | 03/26/2024,PRETRIAL HELD | 03/15/2024,INDICTED ORIGINAL | 03/10/2024,ARRESTED"
CR-24-690104-A,2024_cases_comprehensive.csv,"INDICT,2923.161.A(1),IMPROPER DISCHARGING FIREARM AT OR INTO HABITATION OR SCHOOL,  | INDICT,2903.11.A(2),FELONIOUS ASSAULT,  | INDICT,2903.11.A(2),FELONIOUS ASSAULT,  | INDICT,2903.21.A,AGGRAVATED MENACING,  | INDICT,2919.25.C,DOMESTIC VIOLENCE","09/19/2025,PRETRIAL HELD | 08/25/2025,PRETRIAL HELD | 08/07/2025,PRETRIAL HELD | 07/23/2025,PRETRIAL HELD | 07/10/2025,PRETRIAL HELD | 06/27/2025,PRETRIAL HELD | 06/04/2025,PRETRIAL HELD | 05/21/2025,PRETRIAL HELD | 11/27/2024,PRETRIAL HELD | 10/21/2024,PRETRIAL HELD | 10/17/2024,PRETRIAL HELD | 09/25/2024,PRETRIAL HELD | 03/12/2024,INDICTED ORIGINAL"
CR-24-690107-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2903.21.A,AGGRAVATED MENACING,NOLLE","05/30/2024,PRETRIAL HELD | 05/16/2024,PRETRIAL HELD | 04/25/2024,PRETRIAL HELD | 04/11/2024,PRETRIAL HELD | 03/28/2024,PRETRIAL HELD | 03/12/2024,INDICTED ORIGINAL | 03/10/2024,ARRESTED"
CR-24-690121-A,2024_cases_comprehensive.csv,"INDICT,2923.161.A(1),""ATTEMPTED, IMPROPER DISCHARGING FIREARM AT OR INTO HABITATION OR SCHOOL"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T","07/09/2024,PRETRIAL HELD | 07/01/2024,PRETRIAL HELD | 06/11/2024,PRETRIAL HELD | 06/05/2024,PRETRIAL HELD | 05/21/2024,PRETRIAL HELD | 05/07/2024,PRETRIAL HELD | 04/23/2024,PRETRIAL HELD | 03/19/2024,INDICTED BINDOVER | 03/15/2024,FIRST APPEARANCE | 03/14/2024,CPD EDC SET | 03/11/2024,BINDOVER CIF#CI248798BR | 03/08/2024,ARRESTED"
CR-24-690156-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISMISS P/T | INDICT,2903.13.A,""ATTEMPTED, ASSAULT (SCHOOL EMPLOYEE OR BUS OPERATOR)"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.13.A,ASSAULT (PEACE OFFICER),PLD GLTY- N/C - IND @ P/T | INDICT,2903.13.A,ASSAULT (PEACE OFFICER),DISMISS P/T","10/22/2025,PV HELD | 09/05/2024,PRETRIAL HELD | 08/22/2024,PRETRIAL HELD | 08/07/2024,PRETRIAL HELD | 07/31/2024,PRETRIAL HELD | 07/15/2024,PRETRIAL HELD | 03/13/2024,INDICTED ORIGINAL"
CR-24-690168-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,  | INDICT,2919.25.A,DOMESTIC VIOLENCE","03/27/2024,INDICTED BINDOVER | 03/13/2024,BINDOVER CIF#CI243756AP | 03/10/2024,ARRESTED"
CR-24-690188-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,  | INDICT,2919.25.A,DOMESTIC VIOLENCE","03/14/2024,INDICTED ORIGINAL"
CR-24-690203-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2919.25.A,DOMESTIC VIOLENCE,DISM OTHER | INDICT,2909.06.A(1),CRIMINAL DAMAGING,DISM OTHER | INDICT,2913.02.A(1),THEFT; AGGRAVATED THEFT,DISM OTHER","07/17/2024,CASE DISMISSED | 03/14/2024,INDICTED ORIGINAL"
CR-24-690206-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2919.25.A,DOMESTIC VIOLENCE,NOLLE | INDICT,2903.18.(B)(2),STRANGULATION,PLD GLTY- N/C - IND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,NOLLE | INDICT,2919.27.A(2),""VIOLATING PROTECTION ORDER, CONSENT AGREEMENT, ANTI-STALKING"",PLD GLTY- N/C - IND @ P/T","08/14/2024,FINAL PRETRIAL HELD | 08/07/2024,PRETRIAL HELD | 07/18/2024,PRETRIAL HELD | 07/11/2024,PRETRIAL HELD | 05/23/2024,PRETRIAL HELD | 05/16/2024,PRETRIAL HELD | 05/09/2024,PRETRIAL HELD | 04/25/2024,PRETRIAL HELD | 04/09/2024,PRETRIAL HELD | 03/28/2024,PRETRIAL HELD | 03/14/2024,INDICTED ORIGINAL | 03/11/2024,ARRESTED"
CR-24-690212-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,OTHER TERMIN. | INDICT,2903.11.A(2),FELONIOUS ASSAULT,OTHER TERMIN. | INDICT,2911.01.A(1),AGGRAVATED ROBBERY,OTHER TERMIN. | INDICT,2911.01.A(3),AGGRAVATED ROBBERY,OTHER TERMIN. | INDICT,2911.02.A(2),ROBBERY,OTHER TERMIN.","03/19/2025,CASE CLOSED | 02/19/2025,PRETRIAL HELD | 02/04/2025,PRETRIAL HELD | 01/30/2025,PRETRIAL HELD | 12/05/2024,PRETRIAL HELD | 11/13/2024,PRETRIAL HELD | 10/29/2024,PRETRIAL HELD | 10/16/2024,PRETRIAL HELD | 10/01/2024,PRETRIAL HELD | 09/12/2024,PRETRIAL HELD | 08/29/2024,PRETRIAL HELD | 03/21/2024,INDICTED ORIGINAL | 03/13/2024,ARRESTED"
CR-24-690213-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.13.A,ASSAULT (HEALTH CARE PROFESSIONAL/WORKER),NOLLE","02/05/2025,PRETRIAL HELD | 01/21/2025,PRETRIAL HELD | 01/07/2025,PRETRIAL HELD | 04/10/2024,PRETRIAL HELD | 03/21/2024,INDICTED ORIGINAL | 03/11/2024,ARRESTED"
CR-24-690222-A,2024_cases_comprehensive.csv,"INDICT,2911.12.B,TRESPASS IN A HABITATION WHEN A PERSON IS PRESENT OR LIKELY TO BE PRESENT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.18.(B)(1),STRANGULATION,NOLLE | INDICT,2903.18.(B)(3),STRANGULATION,PLD GLTY- N/C - IND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,NOLLE","08/25/2025,PV HELD | 06/27/2024,PRETRIAL HELD | 06/12/2024,PRETRIAL HELD | 05/23/2024,PRETRIAL HELD | 05/08/2024,PRETRIAL HELD | 04/24/2024,PRETRIAL HELD | 03/26/2024,INDICTED BINDOVER | 03/13/2024,BINDOVER CIF#CI248879BR | 03/12/2024,ARRESTED"
CR-24-690235-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.18.(B)(2),STRANGULATION,NOLLE | INDICT,2903.18.(B)(3),STRANGULATION,PLD GLTY- N/C - IND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,NOLLE","07/22/2024,FINAL PRETRIAL HELD | 07/02/2024,FINAL PRETRIAL HELD | 06/24/2024,PRETRIAL HELD | 06/04/2024,PRETRIAL HELD | 05/23/2024,PRETRIAL HELD | 05/09/2024,PRETRIAL HELD | 04/01/2024,INDICTED BINDOVER | 03/20/2024,FIRST APPEARANCE | 03/19/2024,CPD EDC SET | 03/14/2024,BINDOVER CIF#CI248909BR | 03/13/2024,ARRESTED"
CR-24-690244-A,2024_cases_comprehensive.csv,"INDICT,2911.11.A(1),AGGRAVATED BURGLARY,DISM OTHER | INDICT,2905.01.A(3),KIDNAPPING,DISM OTHER | INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER","01/15/2025,CASE DISMISSED | 04/09/2024,INDICTED BINDOVER | 03/15/2024,BINDOVER CIF#CI243887AP"
CR-24-690273-A,2024_cases_comprehensive.csv,"INDICT,2911.01.A(1),AGGRAVATED ROBBERY,NOLLE | INDICT,2911.02.A(1),ROBBERY,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2911.02.A(2),ROBBERY,NOLLE | INDICT,2911.02.A(3),ROBBERY,NOLLE | INDICT,2903.11.A(2),""ATTEMPTED, FELONIOUS ASSAULT"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2913.02.A(1),GRAND THEFT - MV,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2913.02.A(1),THEFT; AGGRAVATED THEFT,NOLLE","07/24/2024,PRETRIAL HELD | 07/10/2024,PRETRIAL HELD | 06/26/2024,PRETRIAL HELD | 05/21/2024,PRETRIAL HELD | 04/30/2024,PRETRIAL HELD | 04/02/2024,PRETRIAL HELD | 03/19/2024,INDICTED ORIGINAL"
CR-24-690286-A,2024_cases_comprehensive.csv,"INDICT,2903.11,FELONIOUS ASSAULT,DISM OTHER","03/29/2024,CASE DISMISSED | 03/12/2024,ARRESTED"
CR-24-690297-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,NOLLE | INDICT,2903.21.A,AGGRAVATED MENACING,PLD GLTY- N/C - IND @ P/T","06/17/2025,PRETRIAL HELD | 05/27/2025,PRETRIAL HELD | 05/14/2025,PRETRIAL HELD | 04/28/2025,PRETRIAL HELD | 02/25/2025,PRETRIAL HELD | 07/01/2024,PRETRIAL HELD | 06/10/2024,PRETRIAL HELD | 06/10/2024,FINAL PRETRIAL HELD | 05/22/2024,PRETRIAL HELD | 05/08/2024,PRETRIAL HELD | 04/24/2024,PRETRIAL HELD | 04/04/2024,PRETRIAL HELD | 03/25/2024,INDICTED ORIGINAL | 03/16/2024,ARRESTED"
CR-24-690299-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2919.25.A,""ATTEMPTED, DOMESTIC VIOLENCE"",PLD GLTY- N/C LIO-AMEND @ P/T","05/15/2024,PRETRIAL HELD | 04/30/2024,PRETRIAL HELD | 04/09/2024,PRETRIAL HELD | 03/28/2024,PRETRIAL HELD | 03/22/2024,INDICTED ORIGINAL | 03/17/2024,ARRESTED"
CR-24-690310-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2923.162.(A)(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,DISM OTHER","11/14/2024,CASE DISMISSED | 11/08/2024,PRETRIAL HELD | 09/23/2024,PRETRIAL HELD | 08/22/2024,PRETRIAL HELD | 08/08/2024,PRETRIAL HELD | 07/15/2024,PRETRIAL HELD | 06/27/2024,PRETRIAL HELD | 06/05/2024,PRETRIAL HELD | 05/22/2024,PRETRIAL HELD | 04/30/2024,PRETRIAL HELD | 03/26/2024,INDICTED BINDOVER | 03/18/2024,BINDOVER CIF#CI243908AP"
CR-24-690330-A,2024_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,DISM OTHER","05/15/2024,CASE DISMISSED | 04/29/2024,PRETRIAL HELD | 04/16/2024,PRETRIAL HELD | 03/26/2024,PRETRIAL HELD | 03/19/2024,INDICTED ORIGINAL | 03/14/2024,ARRESTED"
CR-24-690337-A,2024_cases_comprehensive.csv,"INDICT,2903.02.A,""ATTEMPTED, MURDER"",NOLLE | INDICT,2911.01.A(1),AGGRAVATED ROBBERY,NOLLE | INDICT,2911.02.A(2),ROBBERY,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2913.02.A(1),GRAND THEFT - MV,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.21.A,AGGRAVATED MENACING,NOLLE | INDICT,2903.11.A,FELONIOUS ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2919.25.A,DOME","09/25/2024,FINAL PRETRIAL HELD | 09/04/2024,PRETRIAL HELD | 08/27/2024,PRETRIAL HELD | 08/19/2024,PRETRIAL HELD | 08/08/2024,PRETRIAL HELD | 07/23/2024,PRETRIAL HELD | 07/15/2024,PRETRIAL HELD | 03/19/2024,INDICTED ORIGINAL"
